community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
6.9,Okay,"Join Derrick on his Derrick the Deathfin rampage through an insane paper world! Consume, collect, fight, jump and race your paper face through 32 levels of challenging cutout craziness! Meet, greet and eat all manner of goofy paper characters! Decimate man-made mega structures in an orgy of corrugated destruction! Duel to the death with big brittle baddies! Propel yourself into the air like a penguin strapped to a rocket!",Different Tuna,Action,7.4,Good,PS3,7.99 USD,Different Tuna,E10+ for Everyone 10 and older,"Comic Mischief, Fantasy Violence, Mild Blood","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419","October 9, 2012",http://www.ign.com/articles/2012/10/09/derrick-the-deathfin-review,Derrick the Deathfin,http://www.ign.com/games/derrick-the-deathfin-133942/ps3-129921
5.8,Mediocre,"The living will have to survive amongst the dead in this game based on The Walking Dead, the widely acclaimed comic book series and television series. Across five dark and emotional episodes of gameplay, every decision and action you take can result in the entire story of the game changing around you.",Telltale Games,Adventure,7.5,Good,Mac PC iPad PS3 Xbox 360,,Telltale Games,M for Mature,"Blood and Gore, Intense Violence, Strong Language, Sexual Themes","http://www.ign.com/games/the-walking-dead-the-game/mac-100885,http://www.ign.com/games/broken-age/mac-163339,http://www.ign.com/games/broken-age-act-2/mac-20011569,http://www.ign.com/games/divinity-original-sin-enhanced-edition/mac-20037340,http://www.ign.com/games/divinity-original-sin/mac-135173,http://www.ign.com/games/elder-scrolls-online/mac-133733","October 10, 2012",http://www.ign.com/articles/2012/10/09/the-walking-dead-the-game-episode-4-around-every-corner-review,The Walking Dead: The Game -- Episode 4: Around Every Corner,http://www.ign.com/games/the-walking-dead-season-1-episode-4/mac-135878
8.7,Great,"XCOM: Enemy Unknown will place you in control of a secret paramilitary organization called XCOM. As the XCOM commander, you will defend against a terrifying global alien invasion by managing resources, advancing technologies, and overseeing combat strategies and individual unit tactics.

The original X-COM is widely regarded as one of the best games ever made and has now been re-imagined by the strategy experts at Firaxis Games. XCOM: Enemy Unknown will expand on that legacy with an entirely new invasion story, enemies and technologies to fight aliens and defend Earth. You will control the fate of the human race through researching alien technologies, creating and managing a fully operational base, planning combat missions and controlling soldier movement in battle.",Firaxis,Strategy,8.2,Great,Xbox 360 PC Android Vita Mac iPhone PS3,,2K Games,M for Mature,"Blood and Gore, Strong Language, Violence, Includes online features that may expose players to unrated user-generated content","http://www.ign.com/games/prison-architect/xbox-360-20048296,http://www.ign.com/games/halo-wars/xbox-360-857436,http://www.ign.com/games/ascend-new-gods/xbox-360-135589,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","October 9, 2012",http://www.ign.com/articles/2012/10/08/xcom-enemy-unknown-review,XCOM: Enemy Unknown,http://www.ign.com/games/xcom-enemy-unknown/xbox-360-126074
8.7,Great,"XCOM: Enemy Unknown will place you in control of a secret paramilitary organization called XCOM. As the XCOM commander, you will defend against a terrifying global alien invasion by managing resources, advancing technologies, and overseeing combat strategies and individual unit tactics.

The original X-COM is widely regarded as one of the best games ever made and has now been re-imagined by the strategy experts at Firaxis Games. XCOM: Enemy Unknown will expand on that legacy with an entirely new invasion story, enemies and technologies to fight aliens and defend Earth. You will control the fate of the human race through researching alien technologies, creating and managing a fully operational base, planning combat missions and controlling soldier movement in battle.",Firaxis,Strategy,8.2,Great,PC Xbox 360 Android Vita Mac iPhone PS3,,2K Games,M for Mature,"Blood and Gore, Strong Language, Violence, Includes online features that may expose players to unrated user-generated content","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 9, 2012",http://www.ign.com/articles/2012/10/08/xcom-enemy-unknown-review,XCOM: Enemy Unknown,http://www.ign.com/games/xcom-enemy-unknown/pc-126070
6.5,Okay,"Silent Hill Book of Memories is a dungeon crawler style survival horror game with RPG elements, set in the Silent Hill universe, using the PS Vita's unique touch controls. Each night your personalised character enters a nightmare world, made up of a series of corridors and rooms, filled with monsters - some familiar, some new -special items, missions and traps. SHBOM offers multiplayer co-op play, where up to 4 players can join in.",WayForward Technologies,Adventure,6.0,Okay,Vita,,Konami,M for Mature,"Blood and Gore, Language, Suggestive Themes, Violence","http://www.ign.com/games/the-walking-dead-the-game/vita-163173,http://www.ign.com/games/the-walking-dead-a-telltale-game-series-season-2/vita-20010756,http://www.ign.com/games/minecraft-story-mode/vita-20047270,http://www.ign.com/games/borderlands-2/vita-20004181,http://www.ign.com/games/ys-celceta-sea-of-trees/vita-103951,http://www.ign.com/games/call-of-duty-black-ops-declassified/vita-98928","October 16, 2012",http://www.ign.com/articles/2012/10/24/silent-hill-book-of-memories-review,Silent Hill: Book of Memories,http://www.ign.com/games/silent-hill-book-of-memories/vita-110040
7.6,Good,"A fan-made game inspired by the reimagined SyFy TV series, Battlestar Galactica, Diaspora is a single and multiplayer space fighter combat game set in the BSG universe. It has been 40 years since the devastating war between the Colonials and the Cylons. 40 years where no one has seen or heard of the Cylons. 40 years where the armistice has held ... that peace ends now. Fly on either side of the combat -- pilot a Viper, Raptor, Cylon Raider, Blackbird, or other fighter craft from the BSG universe -- in single-player and multiplayer space dogfights.",Independent,Flight,7.4,Good,PC Mac Linux,,Independent,,,"http://www.ign.com/games/squadron-42/pc-20046151,http://www.ign.com/games/star-citizen/pc-144978,http://www.ign.com/games/microsoft-flight/pc-83711,http://www.ign.com/games/lords-of-the-fallen/pc-131477,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/guacamelee/pc-20003228,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 24, 2012",http://www.ign.com/articles/2012/10/24/diaspora-shattered-armistice-review,Diaspora: Shattered Armistice,http://www.ign.com/games/diaspora-shattered-armistice/pc-145951
8.0,Great,Ever wanted to run your own clothing store? Now you can!  Let your inner fashionista flower as you cultivate a quaint corner shop into a world-class super brand!,Kairosoft,Strategy,6.6,Okay,iPhone Android,,Kairosoft,,,"http://www.ign.com/games/final-fantasy-tactics/iphone-77959,http://www.ign.com/games/great-big-war-game/iphone-137579,http://www.ign.com/games/warhammer-40k-deathwatch/iphone-20034441,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119","October 19, 2012",http://www.ign.com/articles/2012/10/24/pocket-clothier-review,Pocket Clothier,http://www.ign.com/games/pocket-clothier/iphone-145621
6.0,Okay,Ever wanted to run your own clothing store? Now you can!  Let your inner fashionista flower as you cultivate a quaint corner shop into a world-class super brand!,Kairosoft,Strategy,6.6,Okay,Android iPhone,,Kairosoft,,,"http://www.ign.com/games/final-fantasy-tactics/android-160585,http://www.ign.com/games/gyakushuu-no-fantasica/android-133125,http://www.ign.com/games/plants-vs-zombies/android-108708,http://www.ign.com/games/mad-max-the-game/android-20045576,http://www.ign.com/games/fallout-shelter/android-20038712,http://www.ign.com/games/broken-age/android-20011547","October 19, 2012",http://www.ign.com/articles/2012/10/24/pocket-clothier-review,Pocket Clothier,http://www.ign.com/games/pocket-clothier/android-145958
7.1,Good,"Ravaged is a online multiplayer-only first person shooter game set upon a post-apocalyptic Earth devastated by natural disasters caused by the sun's solar flares. Engage in battle with weapons and vehicles in fierce, never-ending combat scenarios that involve skill-based gameplay and team objectives.

This game chronicles the struggle between the ""Resistance"" and the ""Scavengers"" as they fight one another in order to gain an upper hand in an ongoing war for survival, territory and resources. In general, the Scavengers are an outnumbering, oppressive, murdering group of lawless criminals that wish to claim all land and resources for themselves. They will stop at nothing in order to accomplish their goal. The Resistance is a group of resistance fighters hell bent on restoring civilization. These civilians were able to seek shelter as the world succumbed to natural disasters during the year 2012, taking with them precious goods and weapons while the criminals and less fortunate lived off the land.",2 Dawn Games,"First-Person, Shooter",6.7,Okay,PC,24.99 USD,Reverb Publishing,M for Mature,,"http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 17, 2012",http://www.ign.com/articles/2012/10/23/ravaged-review,Ravaged,http://www.ign.com/games/ravaged-135376/pc-128650
7.4,Good,"Featuring realistic touch based physics and a full slate of professional tricks to pull off, True Skate offers an authentic skateboarding experience. Drag your finger on the ground to push, and flick the board to make it react exactly how you would expect. A massive skate park is here to get lost, filled with ledges, stairs, and grind rails, plus a bowl, half pipe and quarter pipes.",True Axis,Sports,6.7,Okay,iPhone,1.99 USD,True Axis,,,"http://www.ign.com/games/nba-2k16/iphone-20044473,http://www.ign.com/games/pes-club-manager/iphone-20038241,http://www.ign.com/games/baseball-superstars-2012/iphone-127442,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119","October 18, 2012",http://www.ign.com/articles/2012/10/23/true-skate-review,True Skate,http://www.ign.com/games/true-skate/iphone-145482
9.3,Amazing,"Virtue's Last Reward is the second adventure game in the ""Zero Escape"" series, in which players must make solve puzzles and make crucial decisions in order to survive a deadly game.

Zero has kidnapped nine people and placed them in a warehouse to play the deadly Nonary Game. These seemingly nine strangers have bracelets that will kill them if they don't play the game correctly. However, how can they trust each other, and do some have ulterior motives? Play as Sigma and decide who to trust and who to betray in this plot twisting visual novel! Who is Zero, why has Sigma been brought here and who exactly are the others?",Chunsoft,"Text-Based, Adventure",9.5,Amazing,3DS Vita,39.99 USD,Aksys Games,M for Mature,"Blood, Drug Reference, Sexual Themes, Strong Language, Violence","http://www.ign.com/games/the-legend-of-zelda-majoras-mask-3d/3ds-20027281,http://www.ign.com/games/the-legend-of-zelda-tri-force-heroes/3ds-20038877,http://www.ign.com/games/harvest-moon-hajimari-no-daichi/3ds-120299,http://www.ign.com/games/pokemon-sun-version/3ds-20050014,http://www.ign.com/games/pokemon-moon-version/3ds-20050016,http://www.ign.com/games/pokemon-red-version/3ds-20045928","October 23, 2012",http://www.ign.com/articles/2012/10/23/zero-escape-virtues-last-reward-review,Zero Escape: Virtue's Last Reward,http://www.ign.com/games/virtues-last-reward/3ds-116383
8.9,Great,"Virtue's Last Reward is the second adventure game in the ""Zero Escape"" series, in which players must make solve puzzles and make crucial decisions in order to survive a deadly game.

Zero has kidnapped nine people and placed them in a warehouse to play the deadly Nonary Game. These seemingly nine strangers have bracelets that will kill them if they don't play the game correctly. However, how can they trust each other, and do some have ulterior motives? Play as Sigma and decide who to trust and who to betray in this plot twisting visual novel! Who is Zero, why has Sigma been brought here and who exactly are the others?",Chunsoft,"Text-Based, Adventure",9.5,Amazing,Vita 3DS,39.99 USD,Aksys Games,M for Mature,"Blood, Drug Reference, Sexual Themes, Strong Language, Violence","http://www.ign.com/games/the-walking-dead-the-game/vita-163173,http://www.ign.com/games/the-walking-dead-a-telltale-game-series-season-2/vita-20010756,http://www.ign.com/games/minecraft-story-mode/vita-20047270,http://www.ign.com/games/borderlands-2/vita-20004181,http://www.ign.com/games/ys-celceta-sea-of-trees/vita-103951,http://www.ign.com/games/call-of-duty-black-ops-declassified/vita-98928","October 23, 2012",http://www.ign.com/articles/2012/10/23/zero-escape-virtues-last-reward-review,Zero Escape: Virtue's Last Reward,http://www.ign.com/games/virtues-last-reward/vita-116380
9.2,Amazing,"The living will have to survive amongst the dead in this game based on The Walking Dead, the widely acclaimed comic book series and television series. Across five dark and emotional episodes of gameplay, every decision and action you take can result in the entire story of the game changing around you.",Telltale Games,Adventure,9.0,Amazing,iPad PS3 Xbox 360 PC Mac,,Telltale Games,M for Mature,"Blood and Gore, Intense Violence, Strong Language, Drug Reference","http://www.ign.com/games/the-walking-dead-the-game/ipad-100886,http://www.ign.com/games/the-walking-dead-season-1-episode-1/ipad-135867,http://www.ign.com/games/the-walking-dead-season-1-episode-2/ipad-135833,http://www.ign.com/games/the-witness/ipad-23514,http://www.ign.com/games/the-walking-dead-the-game/ipad-100886,http://www.ign.com/games/hearthstone-heroes-of-warcraft/ipad-163238","October 18, 2012",http://www.ign.com/articles/2012/10/22/walking-dead-the-game-episode-3-long-road-ahead-ios-review,The Walking Dead: The Game -- Episode 3: Long Road Ahead,http://www.ign.com/games/the-walking-dead-season-1-episode-3/ipad-135871
8.2,Great,"The follow-up to the blockbuster Skylanders Spyro's Adventure, Skylanders Giants builds upon the breakthrough fundamentals of the first game, once again merging the physical and virtual realms with an innovative line of cross-platform toy figures that have ""brains,"" which players everywhere can magically bring to life in the world of Skylands.  This second installment of the franchise features a variety of new characters, new challenges and a thrilling new story-driven adventure.

Skylanders Giants introduces sixteen new collectible figures, including the massive Giants which tower more than twice the size of the main Skylanders cast! The Skylanders series uniquely combines collectible real-world toys with an epic virtual game world, and this second game is fully backwards-compatible with previous Skylanders toy sets while introducing a whole new world of collectible fun for fans of the franchise.","Toys for Bob, XPEC",Action,8.0,Great,Xbox 360 Wii U 3DS Mac Wii PS3 PC,,Activision,E10+ for Everyone 10 and older,Cartoon Violence,"http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/rise-of-the-tomb-raider/xbox-360-20020152,http://www.ign.com/games/assassins-creed-black-flag/xbox-360-161487,http://www.ign.com/games/grand-theft-auto-v/xbox-360-20587,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","October 21, 2012",http://www.ign.com/articles/2012/10/18/skylanders-giants-review,Skylanders Giants,http://www.ign.com/games/skylanders-giants/xbox-360-128140
8.3,Great,"The follow-up to the blockbuster Skylanders Spyro's Adventure, Skylanders Giants builds upon the breakthrough fundamentals of the first game, once again merging the physical and virtual realms with an innovative line of cross-platform toy figures that have ""brains,"" which players everywhere can magically bring to life in the world of Skylands.  This second installment of the franchise features a variety of new characters, new challenges and a thrilling new story-driven adventure.

Skylanders Giants introduces sixteen new collectible figures, including the massive Giants which tower more than twice the size of the main Skylanders cast! The Skylanders series uniquely combines collectible real-world toys with an epic virtual game world, and this second game is fully backwards-compatible with previous Skylanders toy sets while introducing a whole new world of collectible fun for fans of the franchise.",Toys for Bob,Action,8.0,Great,Wii Wii U 3DS Mac PS3 PC Xbox 360,,Activision,E10+ for Everyone 10 and older,Cartoon Violence,"http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155","October 21, 2012",http://www.ign.com/articles/2012/10/18/skylanders-giants-review,Skylanders Giants,http://www.ign.com/games/skylanders-giants/wii-128141
8.3,Great,"Borderlands 2: Captain Scarlett and her Pirate's Booty is an expansion pack offererd as DLC for Borderlands 2. It features new wasteland locations, new enemies, new quests, and much more loot!

Enter the hostile wastelands of Pirate Bay in search of ancient treasure buried somewhere in the waste, a cache that would make even the most stoic of Pandora explorers hunger for its discovery. It's rumored to be guarded by the largest, most vicious creature on Pandora  -- but that shouldn't deter a real adventurer...",Gearbox Software,"First-Person, Shooter",7.5,Good,Xbox 360 PS3 PC,10 USD,2K Games,M for Mature,"Blood and Gore, Intense Violence, Language, Sexual Themes, Use of Alcohol","http://www.ign.com/games/halo-4/xbox-360-110563,http://www.ign.com/games/gears-of-war-judgment/xbox-360-135402,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/borderlands-2/xbox-360-94188,http://www.ign.com/games/dark-souls-2-scholar-of-the-first-sin/xbox-360-20028122,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","October 16, 2012",http://www.ign.com/articles/2012/10/18/borderlands-2-captain-scarlett-and-her-pirates-booty-review,Borderlands 2: Captain Scarlett and her Pirate's Booty,http://www.ign.com/games/borderlands-2-captain-scarlett-and-her-pirates-booty/xbox-360-145420
8.5,Great,"Devil's Attorney is a turn-based strategy game set in the 80's where you play as Max McMann, a defense attorney that's high on charm but low on moral fiber.",,Strategy,8.3,Great,Android iPhone,3 USD,1337 Game Design AB,,,"http://www.ign.com/games/final-fantasy-tactics/android-160585,http://www.ign.com/games/gyakushuu-no-fantasica/android-133125,http://www.ign.com/games/plants-vs-zombies/android-108708,http://www.ign.com/games/mad-max-the-game/android-20045576,http://www.ign.com/games/fallout-shelter/android-20038712,http://www.ign.com/games/broken-age/android-20011547","October 11, 2012",http://www.ign.com/articles/2012/10/17/devils-attorney-review,Devil's Attorney,http://www.ign.com/games/devils-attorney/android-145462
8.3,Great,"Devil's Attorney is a turn-based strategy game set in the 80's where you play as Max McMann, a defense attorney that's high on charm but low on moral fiber.",,Strategy,8.3,Great,iPhone Android,2.99 USD,1337 Game Design AB,,,"http://www.ign.com/games/final-fantasy-tactics/iphone-77959,http://www.ign.com/games/great-big-war-game/iphone-137579,http://www.ign.com/games/warhammer-40k-deathwatch/iphone-20034441,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119","October 11, 2012",http://www.ign.com/articles/2012/10/17/devils-attorney-review,Devil's Attorney,http://www.ign.com/games/devils-attorney/iphone-145099
7.9,Good,"An action RPG brawler for Nintendo 3DS with cooperative and competitive multiplayer, Code of Princess deftly deftly blends fighting gameplay with components from classic arcade side-scrolling beat 'em ups and the character development and customization of an RPG. Up to four players can take on challenges cooperatively or battle against one another in competitive play. Both modes are available locally or online via Nintendo Network.",Agashima,Action,6.9,Okay,3DS PC,,Atlus,T for Teen,"Fantasy Violence, Partial Nudity","http://www.ign.com/games/lego-marvels-avengers/3ds-20031077,http://www.ign.com/games/lego-batman-3-beyond-gotham/3ds-20019002,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/3ds-125075,http://www.ign.com/games/fire-emblem-fates-revelation/3ds-20045917,http://www.ign.com/games/fire-emblem-fates-birthright/3ds-20030058,http://www.ign.com/games/fire-emblem-fates-conquest/3ds-20041078,http://www.ign.com/games/pokemon-sun-version/3ds-20050014,http://www.ign.com/games/pokemon-moon-version/3ds-20050016,http://www.ign.com/games/pokemon-red-version/3ds-20045928","October 9, 2012",http://www.ign.com/articles/2012/10/17/code-of-princess-review,Code of Princess,http://www.ign.com/games/code-of-princess-135813/3ds-125676
7.7,Good,"In Sun Flowers players will collect and grow beautiful flowers through various seasons while trying to protect them from dangerous elements. The game features 300 flowers, uses every function of the Vita, has three difficulty modes and more.",The Game Atelier,Puzzle,8.0,Great,Vita iPhone,,,E for Everyone,Mild Fantasy Violence,"http://www.ign.com/games/the-unfinished-swan/vita-20021941,http://www.ign.com/games/never-alone/vita-20040444,http://www.ign.com/games/road-not-taken/vita-20004630,http://www.ign.com/games/borderlands-2/vita-20004181,http://www.ign.com/games/ys-celceta-sea-of-trees/vita-103951,http://www.ign.com/games/call-of-duty-black-ops-declassified/vita-98928","October 9, 2012",http://www.ign.com/articles/2012/10/17/sunflowers-review,SunFlowers,http://www.ign.com/games/sun-flowers-134128/vita-132435
6.1,Okay,"007 Legends features an original, overarching storyline tying together six classic Bond movies for an original James Bond experience, and equips players with state-of-the-art spy gadgets, an arsenal of weapons and more.

In addition to  007 Legends' main story, the game features the return of fan-favorite single-player  Mi6 Ops Missions, which debuted in  GoldenEye 007: Reloaded  and challenges players to complete extra missions ranging from all-out action to stealth and gadget-based gameplay and compete for the highest online leader board scores.  Also for the first time ever, players will be able to participate as one of Bond's cohorts or villainous foes, reliving the missions through their eyes, as well as 007's.  Meanwhile the robust James Bond multiplayer experience includes local four-player split-screen game modes and online competitive gameplay with new maps, weapons and characters derived from Bond's 50 year legacy.  With more gadgets, deeper stealth and spy investigation gameplay, gamers will have every opportunity to truly feel like the world's favorite spy.",Eurocom,Action,4.5,Bad,Xbox 360 PS3 PC Wii U,,Activision,T for Teen,"Blood, Drug Reference, Mild Language, Mild Suggestive Themes, Violence","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563","October 16, 2012",http://www.ign.com/articles/2012/10/16/007-legends-review,007 Legends,http://www.ign.com/games/007-legends/xbox-360-132394
8.8,Great,"Super Hexagon is a minimal action game by Terry Cavanagh, with music by Chipzel. Steer your way through an ever-twisting maze of moving walls that constantly threaten to force your failure.",,Action,9.0,Amazing,iPhone PC,0.99 USD,Independent,,,"http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/disney-infinity-3/iphone-20036726,http://www.ign.com/games/the-lego-movie-videogame/iphone-20030673,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119","August 31, 2012",http://www.ign.com/articles/2012/09/19/super-hexagon-review,Super Hexagon,http://www.ign.com/games/super-hexagon/iphone-143440
7.8,Good,"Machinarium is an indie game project created and released by Amanita Design. A puzzle / adventure game, this game focuses on a little robot who's been thrown out to the scrap yard behind the city who must return and confront the Black Cap Brotherhood and save his robot-girl friend.",Amanita Design,Adventure,8.0,Great,PS3 iPhone Vita Android Wii PS4 iPad PC,9.99 USD,Amanita Design,E10+ for Everyone 10 and older,"Comic Mischief, Use of Tobacco","http://www.ign.com/games/life-is-strange-episode-4/ps3-20031274,http://www.ign.com/games/the-walking-dead-the-game/ps3-100887,http://www.ign.com/games/life-is-strange-episode-5/ps3-20031280,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419","October 9, 2012",http://www.ign.com/articles/2012/09/18/machinarium-review-2,Machinarium,http://www.ign.com/games/machinarium/ps3-110942
7.9,Good,"Drawing upon the roots of the series with such features as beautiful 2D pixel art, job-driven character growth, additional scenarios in which to inherit the jobs of your adventuring companions, and a classic story of light, darkness, and crystals, Final Fantasy Dimensions delivers the best of Final Fantasy, retro and fresh alike, directly to your smartphone.",Square Enix,RPG,8.0,Great,iPhone Android,,Square Enix,,,"http://www.ign.com/games/final-fantasy-vii/iphone-20038892,http://www.ign.com/games/final-fantasy-13/iphone-20035851,http://www.ign.com/games/final-fantasy-ix/iphone-20047402,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119","August 31, 2012",http://www.ign.com/articles/2012/09/18/final-fantasy-dimensions-review,Final Fantasy Dimensions,http://www.ign.com/games/final-fantasy-dimensions/iphone-135306
8.2,Great,"They Bleed Pixels is a fiendishly difficult action platformer inspired by H.P. Lovecraft and classic horror. Rendered in a distinct visual style that blends pixel art with paper and ink textures, They Bleed Pixels is a singular mix of intense platforming and fierce beat-em-up action.",Spooky Squid Games Inc.,Platformer,8.2,Great,PC,,Spooky Squid Games Inc.,,,"http://www.ign.com/games/shovel-knight/pc-162603,http://www.ign.com/games/limbo/pc-110626,http://www.ign.com/games/rayman-legends/pc-20003028,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","August 29, 2012",http://www.ign.com/articles/2012/09/18/they-bleed-pixels-review,They Bleed Pixels,http://www.ign.com/games/they-bleed-pixels/pc-141012
6.8,Okay,"The government is attempting to silence the kids of Tokyo, but with their Overdrive Magnetic-Motor Skating Shoes, the cops will have to catch 'em first. The Jet Set Radio program keeps the kids unified and inspired to fight for their rights of expression, which includes graffiti art. Grab your spray cans and design your own piece on one of the immense walls in the 3D, interactive city. You might be forced to protect your territory from adversaries that want to take over your neighborhood. Join up with like-minded hip individuals that will help you keep your area the way you want it. The cops will be after you too, so you'll have to be quick. The 10 cartoon-style characters are pumped up with polygons so they come alive in 3D. Uniqueness is key to these kids and each character stands apart with exclusive abilities and style. They like to show off too, and with 18 missions, there's plenty of time to impress. It's fast, it's fun, and it's definitely funky.","Smilebit, BlitWorks",Action,7.5,Good,Vita Xbox 360 PS3 PC iPhone Android DC GBA,9.99 USD,SEGA,T for Teen,"Lyrics, Mild Violence","http://www.ign.com/games/ys-celceta-sea-of-trees/vita-103951,http://www.ign.com/games/lego-marvels-avengers/vita-20031082,http://www.ign.com/games/attack-on-titan-wings-of-freedom/vita-20041201,http://www.ign.com/games/borderlands-2/vita-20004181,http://www.ign.com/games/ys-celceta-sea-of-trees/vita-103951,http://www.ign.com/games/call-of-duty-black-ops-declassified/vita-98928","November 20, 2012",http://www.ign.com/articles/2012/09/17/jet-set-radio-review,Jet Set Radio,http://www.ign.com/games/jet-set-radio/vita-135073
