community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title
,,"features four pro teams: Chicago, Los Angeles, New York (Yankees), and Boston. Each of those teams has their full, official rosters. Now, player models don't exactly represent the different body styles of the individual players, but at least they play appropriate for their individual MLB stats. As the pitcher, you use the thumbpad to choose throws. Pressing up, depending on your pitcher, may be a fastball. To the left, a slider. Should your pitcher become fatigued, substitute from the bullpen. And you can choose from three pitching settings (slow, medium, and fast) to determine the level of challenge.",,Sports,8.0,Great,Cell,,Hands-On Mobile (aka MFORMA),,,"http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Apr 21, 2004",http://wireless.ign.com/articles/508/508893p1.html,CBS Sportsline Baseball
8.9,Great,"Third installment in Capcom's popular ninja-vs-monsters themed action adventure series. Samanosuke plays exactly like he did in the first game. The game breaks free from the pre-rendered camera system of the predecessor to serve up a much faster and action-focused game experience. Main star Samanosuke plays much like he did in the first game, but the new second character Jaques (featuring the likeness of Jean Reno), is a much different type of experience. In control of an energy whip, Jacques can smack his enemies high and low and even grab them in a python-like grip for additional maneuvers. The game will feature locales ranging from feudal Japan to modern-day Paris, France.",Capcom Production Studio 2,"Third-Person, Action",9.0,Amazing,PS2 PC,15.99 USD,Capcom,M for Mature,"Blood and Gore, Intense Violence","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war/ps2-661321,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","April 27, 2004",http://ps2.ign.com/articles/508/508771p1.html,Onimusha 3: Demon Siege
,,,"Super Happy Fun Fun, Inc.",Puzzle,8.0,Great,Cell,,Bandai,,,"http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/3d-tower-bloxx-deluxe/cell-14232300,http://www.ign.com/games/xxx-puzzle/cell-761657,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Nov 1, 2003",http://wireless.ign.com/articles/508/508905p1.html,Ace Yeti Trapper
5.5,Mediocre,This beach volleyball game for cellphones is based on the hit TV show Baywatch. Players get a view of the entire playing field at once and try to beat the AI competition via simple volleyball action. Tied in with Baywatch through the use of character stills in the options screens. For one player.,Blue Beck,Sports,1.0,Unbearable,Cell,,Blue Beck,,,"http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Apr 21, 2004",http://wireless.ign.com/articles/508/508211p1.html,Baywatch Beach Volleyball
7.8,Good,"The console-only edition of the freaky all-out action series builds off of the Serious Sam engine for a slightly different gameplay experience -- Climax has twisted the game design to feature similar stages to the first to

games, but has added new beasts, new weapons (for a total of 12), and even the ability to ride vehicles. A new scoring system encourages players to get high scores and earn Gold Medals, which are used to unlock hidden levels, new features, cheats and more. This edition of the series also features 4-player multiplayer, with deathmatch, bomb tag, and capture-the-flag, plus a cooperative mode that lets two players go through the entire quest together.","Climax Studios, Croteam","First-Person, Shooter",7.0,Good,GCN PS2,14.99 USD,Take-Two Interactive,M for Mature,"Realistic Violence, Blood and Gore","http://www.ign.com/games/james-bond-007-nightfire/gcn-480685,http://www.ign.com/games/star-wars-rogue-squadron-iii-rebel-strike/gcn-546759,http://www.ign.com/games/star-fox-assault/gcn-481615,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","April 12, 2004",http://cube.ign.com/articles/508/508283p1.html,Serious Sam: Next Encounter
7.1,Good,", like the book and the movie, follows Potter's third year at Hogwarts School of Witchcraft and Wizardry. The Boy Who Lived and his best friends Ron and Hermione once more struggle through the day-to-day at the infamous school, go to class, learn new spells, play Quidditch and, naturally, stumble smack-dab in the middle of another great mystery. For the first time ever, players will be able to control not only Harry, but also Ron and Hermione two, occasionally alternating between the characters to maximize each one's unique skills and powers. The title also features a variety of new characters, enables players to fly on Hippogriff, engage them in a wide selection of sub-quests and even features a host of two-player challenges.",EA UK,"Third-Person, Action",6.0,Okay,GCN PC PS2 Xbox GBA,19.99 USD,Electronic Arts,E for Everyone,Fantasy Violence,"http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","June 2, 2004",http://cube.ign.com/articles/521/521075p1.html,Harry Potter and the Prisoner of Azkaban
7.2,Good,"Spyro Orange is Vicarious Visions' first Spyro the Dragon title, taking the reigns after Digital Eclipse's GBA trilogy. For Spyro's fourth appearance on the Game Boy Advance, the development team has given the dragon a more traditional side-scrolling environment for his overworld instead of taking him back to his isometric exploits. But the scrolling platformer is only part of the experience. Spyro Orange focuses on dozens of mini-challenges for its gameplay, like a vertical shooter where Spyro floats around blasting sheep or collecting gems, a rapid-button-tapping challenge involving tug-o-war and ice cube creation, or driving around in a tank, or knocking out a series of bad guys in a Breakout-style challenge. The game supports link cable play for multiplayer challenges.",Vicarious Visions,Platformer,7.0,Good,GBA,19.99 USD,Vivendi Games,E for Everyone,Cartoon Violence,"http://www.ign.com/games/super-mario-bros-3/gba-497892,http://www.ign.com/games/super-mario-world/gba-16931,http://www.ign.com/games/super-mario-world-2-yoshis-island/gba-482090,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","Jun 1, 2004",http://gameboy.ign.com/articles/520/520682p1.html,Spyro Orange: The Cortex Conspiracy
,,,Anthem Mobile,Action,6.5,Okay,Cell,,SkyZone,,,"http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Jun 1, 2004",http://wireless.ign.com/articles/520/520829p1.html,The Pink Panther: Freeze Tag
,,"Based on the movie starring Jackie Chan, Around the World in 80 Days plays like a classic SNES movie game -- basic side-scroller formula that plugs in movie characters and set pieces. As Chan, you must fight a horde of faceless thugs in Paris and India, working to reach China where a priceless artifact must be returned to your village. Once the goods have been delivered, you must finish off the bad guys in New York. Now, you don't always have to confront these thugs face-on. You can sometimes gab hold of a hot air balloon and float above the city streets. If you can swing this tactic, go for it, because every time an enemy troop assaults you, you drop said priceless artifact, the Jade Buddha. You then need to pick it up before you can continue.",Pick Up and Play,Action,6.5,Okay,Cell GBA,,Thumbworks,,,"http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","Jun 1, 2004",http://wireless.ign.com/articles/520/520838p1.html,Around the World in 80 Days
8.7,Great,"This four-player Zelda connectivity adventure combines gameplay on both the GameCube and Game Boy Advance for a mix of competitive and cooperative multiplayer fun. By hooking up GBAs to the GameCube, the action will move from the television screen (when players are on the overworld map), to the GBA screen (when entering houses and caves). Players work together to brave 24 challenges in eight levels in Hyrule Adventure (1-4 players, multiplayer only with GBAs) or compete in 10 frantic multiplayer versus battles (2-4 players, GBAs required). Takes place in similar environments as the SNES classic

, but features updated character sprites, new special effects, and overall improved graphics. The Japanese version included an additional mode, known as Navi Trackers.","Nintendo, Capcom Production Studio 2",Action,8.7,Great,GCN,49.95 USD,Nintendo,E for Everyone,Mild Fantasy Violence,"http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/resident-evil-4/gcn-15821,http://www.ign.com/games/metroid-prime/gcn-15316,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","June 7, 2004",http://cube.ign.com/articles/520/520523p1.html,The Legend of Zelda: Four Swords Adventures
7.0,Good,"For Crash Bandicoot's fourth outing on the Game Boy Advance, Vivendi Univeral once again went to Vicarious Visions (the development studio responsible for the previous three Crash games) for Crash Bandicoot Purple, a slight departure from the standard and familiar Crash platform design. Crash Bandicoot Purple is only similar to the previous Crash games initially. While the different realms feature platforming elements to get from point-to-point, the real focus is in its multitude of challenges. There are dozens upon dozens of mini-games scattered throughout Crash Bandicoot Purple that involve distinctly different gameplay elements; some require Crash to zip through an area with a jetpack, tank, or innertube. Others require a lot more quick reflexes in a sheep-blasting challenge or a weightlifting competition.",Vicarious Visions,Platformer,7.0,Good,GBA,19.99 USD,Vivendi Games,E for Everyone,Cartoon Violence,"http://www.ign.com/games/super-mario-bros-3/gba-497892,http://www.ign.com/games/super-mario-world/gba-16931,http://www.ign.com/games/super-mario-world-2-yoshis-island/gba-482090,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","Jun 1, 2004",http://gameboy.ign.com/articles/519/519708p1.html,Crash Bandicoot Purple: Ripto's Rampage
7.9,Good,"is the fourth installment in Square's mech combat strategy game series. The game follows the story of two characters: Elsa and Darril. Elsa is a Wanzer (that's the special name Front Mission uses for its mechs) pilot based in France who with her battalion is assigned to investigate a surprise attack that occurs at a base in Germany. Darril, meanwhile, is the head of a small force in the U.S.C. army and is stationed in South America. Battles are turn-based. Players strategically move their mechs over battlefields and manage their AP to attack and destroy enemy units ranging from giant mechs to airborne craft.",Square Enix,"Turn-Based, Strategy",6.8,Okay,PS2,14.99 USD,Square Enix,T for Teen,"Mild Language, Violence","http://www.ign.com/games/yu-gi-oh-gx-the-beginning-of-destiny/ps2-951226,http://www.ign.com/games/disgaea-1/ps2-535848,http://www.ign.com/games/jurassic-park-operation-genesis/ps2-15468,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","June 15, 2004",http://ps2.ign.com/articles/519/519971p1.html,Front Mission 4
8.6,Great,"Full Spectrum Warrior is based on a real-time squad-based strategy game commissioned by the U.S. Army to train light Infantry troops in urban combat situations. Soldiers are placed in a tense, hostile, and claustrophobic environment where they must complete a variety of military objectives. Players act as the Squad Leader, providing direction to Alpha and Bravo fire teams. The successful Squad Leader effectively uses cover in the environment and moves his fire teams in a coordinated fashion so they can protect themselves from possible attacks that could come from any direction. Full Spectrum Warrior puts you in the dirt with your men, where danger lurks around every corner.",Pandemic Studios,"Real-Time, Strategy",9.2,Amazing,Xbox PS3 PS2 Cell PC,14.99 USD,THQ,M for Mature,"Blood and Gore, Violence","http://www.ign.com/games/gladius/xbox-481748,http://www.ign.com/games/jurassic-park-operation-genesis/xbox-478176,http://www.ign.com/games/commandos-2/xbox-17501,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","June 1, 2004",http://xbox.ign.com/articles/519/519972p1.html,Full Spectrum Warrior
8.9,Great,"A game prequel to the film series featuring the sinister ex-criminal from the films

and

The game features an advanced graphics engine which makes extensive use of normal mapping and other advanced texturing techniques in a first-person shooter/adventure game starring Vin Diesel as the titular anti-hero. The character Riddick has heightened sensory abilities that allow him to see and hear beyond normal human ranges and these abilities are engaged whenever he's crouched in ""stealth mode."" You'll have the option to use different combinations of stealth, action and even the environment to your advantage.",Starbreeze AB,"First-Person, Shooter",8.5,Great,Xbox Cell PC,19.99 USD,Vivendi Games,M for Mature,"Blood and Gore, Intense Violence, Strong Language","http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/doom-3/xbox-482119,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","June 1, 2004",http://xbox.ign.com/articles/519/519763p1.html,The Chronicles of Riddick: Escape from Butcher Bay
7.2,Good,"Wireless game developed by Kiloo ApS, based on the classic Team 17 worm combat titles. You command a platoon of Worms who inhabit a randomly generated terrain, it's time to do or die, put up or shut up. Navigate the menus by using the joystick. Press the left softkey for selections. While playing you can control the worms with the joystick. The right softkey will display the weapons menu. Use the left softkey for selections and for launching your weapon.",Kiloo ApS,Strategy,6.5,Okay,Cell PS Mac Saturn Amiga SNES Gen C64 PC GB Jaguar,,THQ Wireless,,,"http://www.ign.com/games/1503-ad-the-new-world/cell-715837,http://www.ign.com/games/command-and-conquer-3-deluxe-edition/cell-14233838,http://www.ign.com/games/tower-defense/cell-14222819,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725","May 26, 2004",http://wireless.ign.com/articles/519/519826p1.html,Worms
6.9,Okay,"Scooter must hurry to save his planet! Power supplies are running out and to save them he must win the coveted ""Super Ribbinite."" A new way to play golf (called ""frolf""), RibbitKing has an unusual premise: launch a frog into the air and get him in the hole under par. Compete to become the Frolf Champion across 20 different courses on five different worlds. Up to four human players can participate at one time and can select from 13 different characters and collect items to improve their skills. It even ships with a bonus movie disc. And remember: Planet Hippitron is counting on you! Released in Japan as Kero Kero King Super DX.",Media Factory,Sports,5.0,Mediocre,PS2 GCN PS,8.99 USD,Bandai,E for Everyone,Realistic Violence,"http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/atari-racing-collection/ps2-483265,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","June 8, 2004",http://ps2.ign.com/articles/519/519775p1.html,RibbitKing
8.4,Great,"Persistent MMO game that simulates an entire universe of heroes. You and thousands of other players are able to take on the roles of super powered heroes - in a stunning, 3D graphical world. Create your own hero and choose from hundreds of different powers and design your own unique costume, then confront super villains, aliens, madmen, criminals, and other fearsome foes. Take on personalized missions and rid the city of several different evil organizations and hundreds of individual enemies. Form your own super-group by banding together with other players to fight evil and become the premiere hero group in the city.",Cryptic Studios,"Persistent Online, RPG",8.4,Great,PC Mac,29.99 USD,NCsoft,T for Teen,"Suggestive Themes, Violence","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","April 27, 2004",http://pc.ign.com/articles/519/519817p1.html,City of Heroes
6.8,Okay,"Scooter must hurry to save his planet! Power supplies are running out and to save them he must win the coveted ""Super Ribbinite."" A new way to play golf (called ""frolf""), RibbitKing has an unusual premise: launch a frog into the air and get him in the hole under par. Compete to become the Frolf Champion across 20 different courses on five different worlds. Up to four human players can participate at one time and can select from 13 different characters and collect items to improve their skills. It even ships with a bonus movie disc. And remember: Planet Hippitron is counting on you! Released in Japan as Kero Kero King Super DX.",Bandai,Sports,5.0,Mediocre,GCN PS2 PS,19.99 USD,Bandai,E for Everyone,"Blood, Animated Violence","http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","June 8, 2004",http://cube.ign.com/articles/519/519762p1.html,RibbitKing
8.8,Great,"Card game compilation pack from Telegames. There are nine classic card games: Hearts, Spades, Euchre, Canasta, Bridge, Cribbage, Go Fish, Gin Rummy, and Crazy Eights. There are also three casino-style games: Poker, Blackjack, and Video Poker. To cap things off, the development team included 15 different styles of solitaire games, including Klondike, FreeCell, Canfield, Pyramid, Golf, Spider, Baker's Dozen, Bristol, Castle, Aces Up, Barons, Eagle Wing, Eight Off, Calc, and Betsy Ross. If you don't know the rules to specific games, there's in-cartridge ""how to play"" tutorials that can be pulled up at any time. And, like Ultimate Brain Games, Ultimate Card Games features cartridge SRAM to save statistics and games in progress.",Cosmigo,Card,9.5,Amazing,GBA NDS,29.99 USD,Telegames,E for Everyone,"Mild Animated Violence, Gambling","http://www.ign.com/games/yu-gi-oh-the-eternal-duelist-soul/gba-492362,http://www.ign.com/games/yu-gi-oh-reshef-of-destruction/gba-568736,http://www.ign.com/games/yu-gi-oh-worldwide-edition-stairway-to-the-destined-duel/gba-499294,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","May 25, 2004",http://gameboy.ign.com/articles/519/519710p1.html,Ultimate Card Games
7.1,Good,"Experience the hard-boiled life of a Los Angeles city cop, and choose to either uphold the law or take it into your own hands. True Crime: Streets of LA puts players in the role of LA cop Nick Kang on missions to take down major crime syndicates. True Crime recreates a 400 mile area of bustling Los Angeles California cityscape, where players will be able to freely roam, or take on missions that span from trendy Santa Monica to the gritty streets of Hollywood. True Crime also features deep ""bullet-time"" shootouts, and martial arts battles.","Luxoflux Corp., LTI Gray Matter","Third-Person, Action",8.0,Great,PC PS2 Cell Mac GCN Xbox,9.99 USD,Activision,M for Mature,"Blood and Gore, Mature Sexual Themes, Strong Language, Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","May 14, 2004",http://pc.ign.com/articles/519/519510p1.html,True Crime: Streets of L.A.
8.5,Great,"Third GBA installment in SEGA's speedy platformer series. The game features five playable characters, and their vastly different abilities significantly change up the way each level is played. Sonic is balanced as a fast and furious runner, which makes him prime to beat the game quickly with the minimum requirements. But since this design puts a lot more focus on exploration and discovery by hiding little ""chao"" creatures in strategic locations all over the map, it's impossible to see everything without playing through each level multiple times. Players can use Sonic and Tails to beat the entire game at 100% and finish all seven worlds, but the fun is to open up the game with the three ""hidden"" characters Knuckles, Amy, and Cream. Other features include four-player link play and a cartridge save slot.",Dimps,Platformer,9.0,Amazing,GBA,19.99 USD,SEGA,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/super-mario-bros-3/gba-497892,http://www.ign.com/games/super-mario-world/gba-16931,http://www.ign.com/games/super-mario-world-2-yoshis-island/gba-482090,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","May 25, 2004",http://gameboy.ign.com/articles/519/519497p1.html,Sonic Advance 3
6.7,Okay,"Ah, the life of the young single person ... Singles – Flirt up your Life is the simulation of the 'exciting' relationship between Mike and Linda. The live-in twosome are coupled as roommates at the beginning of the game, though the rest is up to you as the gamer ... They share an apartment, which means that the gameplay has all of the normal routines of cooking, cleaning, going to work, chatting, hanging out, and watching TV. But as the night wears on and the conversation gets deeper, who knows how things will turn! You'll have your chance to play both God and Cupid in this intimate simulation game that also features 15 other characters to meet and engage with.",Rotobee,Simulation,7.0,Good,PC,19.99 USD,Eidos Interactive,M for Mature,"Partial Nudity, Strong Sexual Content","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 5, 2004",http://pc.ign.com/articles/519/519270p1.html,Singles: Flirt up your Life
2.1,Painful,"Deep within the mysterious land of Transylvania, monsters that inhabit man's deepest nightmares take form. One man's destiny — and curse is to vanquish evil and destroy the lethal and powerful Count Dracula. Descend into the murky depths of the Carpathian Mountains as legendary monster hunter Van Helsing. As Van Helsing, you battle fiendish creatures with a deadly array of weapons, unique abilities, and unparalleled courage. Evil has one name to fear.",Saffire,Action,2.5,Painful,GBA PS2 Xbox Cell,19.99 USD,Vivendi Games,T for Teen,Fantasy Violence,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","May 6, 2004",http://gameboy.ign.com/articles/519/519159p1.html,Van Helsing
8.5,Great,"Xbox and PC installment in the stealth adventure game series. You play Garrett, the master thief. Rarely seen and never caught, Garrett is the best that ever was. Able to sneak past any guard, pick any lock, and break into the most ingeniously secured residences, Garrett steals from the wealthy and gives to himself, making his living in the dark and foreboding City. World weary and cynical, Garrett wants nothing more than to be left alone to ply his trade. But things never work out that way. According to ancient prophecies, a Dark Age is approaching. As Garrett, you attempt to stop the darkness, explore a sprawling city, break into any building, mug nobles on the streets, spend your loot, and earn a reputation. Feel like a real thief in a cityscape of unparalleled responsiveness and interactivity.",Ion Storm,"First-Person, Action",8.6,Great,PC Cell Xbox Cell PS2,49.99 USD,Eidos Interactive,M for Mature,"Blood, Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","May 25, 2004",http://pc.ign.com/articles/518/518951p1.html,Thief: Deadly Shadows
8.2,Great,"Third installment in the genre-blending RTS/RPG series. Warlords Battlecry III lets players go head to head in realtime strategy combat with one of 16 fantasy races and over a hundred hero combinations. Warlords Battlecry III builds upon the well-established Battlecry brand and is set in an unexplored continent in Etheria. New features include five unique races, an enhanced hero development system, more than 130 spells over 13 different spheres of magic, along with a new lair system and dozens of shops to explore. The game also sports a full map editor, retinues to accompany heroes in battle, built-in multiplayer matching, the ability to produce unique dragons with unique abilities, and high quality orchestral music.",Infinite Interactive,"Real-Time, Strategy",8.0,Great,PC,18.99 USD,Enlight,T for Teen,"Blood, Use of Alcohol, Violence","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","May 17, 2004",http://pc.ign.com/articles/518/518995p1.html,Warlords Battlecry III
8.4,Great,"Xbox and PC installment in the stealth adventure game series. You play Garrett, the master thief. Rarely seen and never caught, Garrett is the best that ever was. Able to sneak past any guard, pick any lock, and break into the most ingeniously secured residences, Garrett steals from the wealthy and gives to himself, making his living in the dark and foreboding City. World weary and cynical, Garrett wants nothing more than to be left alone to ply his trade. But things never work out that way. According to ancient prophecies, a Dark Age is approaching. As Garrett, you attempt to stop the darkness, explore a sprawling city, break into any building, mug nobles on the streets, spend your loot, and earn a reputation. Feel like a real thief in a cityscape of unparalleled responsiveness and interactivity.",Ion Storm,"First-Person, Action",8.3,Great,Xbox Cell Cell PC PS2,29.99 USD,Eidos Interactive,M for Mature,"Blood, Violence","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/tom-clancys-splinter-cell-chaos-theory/xbox-683200,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","May 26, 2004",http://xbox.ign.com/articles/518/518998p1.html,Thief: Deadly Shadows
8.2,Great,"Xbox version of the classic sidescrolling 3D shooter. The evil General Morden is back... as is his depraved plan to establish a new world order. Join Marco, Tarma, Eri and Fio on their mission to stop this madman. Little do they know of what's in-store for them lurking behind the unfolding chaos. The intense action builds in momentum with every level and leads to a climax of an unprecedented blaze of firepower. This Xbox edition features Xbox Live Leaderboards as well as the same bulletting 2D action across 5 mayhem-filled stages as seen in arcades.","Playmore, SNK [1978-2001]",Action,6.8,Okay,Xbox PS2 Xbox 360 PC Vita iPhone Android NG DSi PS4 PS3 Arcade Switch,29.99 USD,SNK NeoGeo,T for Teen,"Animated Blood, Violence","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","May 25, 2004",http://xbox.ign.com/articles/518/518928p1.html,Metal Slug 3
