community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
5.6,Mediocre,"If you're ready for extreme, rough and tumble off-road mayhem, then HARDCORE 4X4 is the game for you as you get behind the wheel in a white-knuckle race for glory. HARDCORE 4X4 is the first racing game to feature four-wheel independent suspension combined with accurate, dynamic vehicle physics. Choose from six different, high-powered off-road trucks and race across six bump and thump tracks that include mud-splattered hillsides, snow-covered mountains, dangerous rocky canyons, blistering desert sands, rugged forest trails, and scorching volcano passes. You'll drive your way through torrential rain, blinding snow flurries, and misty fog in both day and nighttime competition. Watch full-motion video clips of real 4X4 fender-bashing action, listen to lively commentary from TNN announcer Gary Lee, groove to a hard-pounding rock and roll soundtrack, and more. Three exciting and challenging race modes are included for your dirt-blasting entertainment: Time Trial, Single Race, and Championship. Go ahead, tear up some track today!",American Softworks,Racing,4.0,Bad,PS PSP GBA PS3 PC Saturn PC,25.99 USD,ASC Games,E for Everyone,,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Jun 1, 1997",http://psx.ign.com/articles/150/150747p1.html,TNN Motorsports Hardcore 4X4,http://www.ign.com/games/hard-core-4x4/ps-747
7.0,Good,"Fire up your combat chopper and unleash a reign of fear and fury on the cold-blooded terrorists you've been assigned to waste. As a member of the top secret Black Operations military unit, your objectives are simple: decimate enemy forces, liberate desperate hostages, and navigate your machine through 32 life-or-death missions over 7 war-torn zones in this addictive action free-for-all. Black Dawn. You can almost taste the shrapnel.",Black Ops,Simulation,7.5,Good,PS Saturn,25.99 USD,Virgin Interactive,T for Teen,Animated Violence,"http://www.ign.com/games/sim-theme-park/ps-13684,http://www.ign.com/games/monster-rancher/ps-2180,http://www.ign.com/games/monster-rancher-2/ps-11227,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","May 1, 1997",http://psx.ign.com/articles/150/150011p1.html,Black Dawn,http://www.ign.com/games/black-dawn/ps-11
7.4,Good,"Another in Namco's line of classic arcade compilations from the vaults, Volume 3 includes six favorite games. Includes Galaxian, Ms. Pac-Man, Pole Position II, Dig Dug, Phozon, and The Tower of Druaga.",Namco,Action,6.0,Okay,PS Vita PS3 PSP,,Namco,E for Everyone,,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/playstation-underground-jampack-vol-1/ps-8847,http://www.ign.com/games/arcade-party-pak/ps-11812,http://www.ign.com/games/playstation-underground-jampack-winter-99/ps-13485,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","May 27, 1997",http://psx.ign.com/articles/150/150733p1.html,Namco Museum Vol. 3,http://www.ign.com/games/namco-museum-vol-3/ps-733
5.7,Mediocre,"Light-gun games have been rather sparse on the Playstation, but CRYPT KILLERS tries to remedy that. The game starts with an ancient legend: an ancient civilization existed before the more recent civilizations of the Mayans and Egyptians, but that civilization suddenly disappeared. Some believe that aliens visited the ancient civilization and left behind crystals that allowed people to travel through time. These crystals became known as the Eyes of Guidance. The search for the crystals has heated up since more information has been discovered; you know the locations of the eyes and want to claim them. Move through six levels of catacombs, tombs, tunnels, and rivers while blasting skeletons, spiders, zombies, and rats. If using the standard controller makes life too difficult, plug in any Playstation compatible light gun and let the good times roll. Do you have the skills and reflexes to survive CRYPT KILLERS?",Konami,Action,4.0,Bad,PS Saturn,55.99 USD,Konami,T for Teen,"Animated Blood and Gore, Animated Violence","http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Jun 1, 1997",http://psx.ign.com/articles/150/150734p1.html,Crypt Killer,http://www.ign.com/games/crypt-killer/ps-734
9.1,Amazing,"In the near future, a giant corporation will have taken over one of Jupiter's moons, with the intention of mining minerals from the moon for profit. However, the World Government wants to use the minerals to benefit humanity. A war always breaks out when greed and altruism collide, and this is where you step in. You aren't a soldier, you're an engineer and computer programmer, and you are going to run the war. You'll have to Construct Overkill Engines (OKEs) which are unmanned mechs from available parts or invest money in research and design. Once the basic design for your OKEs is complete, program their AI. Every aspect of combat must be accounted for: when to dodge, how to attack, what evasive maneuvers to take. Then let the OKEs act according to their programs. In the war of CARNAGE HEART, brains, not brawn, will win the day.",ArtDink,Strategy,9.2,Amazing,PS,55.99 USD,Sony Computer Entertainment,E for Everyone,Animated Violence,"http://www.ign.com/games/final-fantasy-tactics/ps-26,http://www.ign.com/games/age-of-empires/ps-20051961,http://www.ign.com/games/command-and-conquer-red-alert/ps-2198,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Oct 1, 1996",http://psx.ign.com/articles/150/150304p1.html,Carnage Heart,http://www.ign.com/games/carnage-heart/ps-304
8.6,Great,"The Soul Edge is a sword of immeasurable power. Those who have tried to wield it have failed and perished for their foolishness. Now the pirate Cervantes has taken the sword and disappeared. You take the role of one of 10 warriors who want to posses the sword. A tournament has been arranged, and the winner will have the opportunity to use the Soul Edge. That is the basic premise of Soul Blade. While the Arcade mode is the main feature, other modes include Versus Battle, Team Battle, Survival, Time Attack, and Edge-Master. The most unique of all of the modes is Edge-Master, where each character is given a unique map and story. By progressing through the plot, new weapons and moves for each character are unlocked. Try to capture the Soul Edge and fight your way through Soul Blade.",Project Soul,Fighting,8.3,Great,PS,22.99 USD,Namco,T for Teen,Animated Violence,"http://www.ign.com/games/street-fighter-alpha/ps-181,http://www.ign.com/games/digimon-world-2/ps-16355,http://www.ign.com/games/tekken-3/ps-2294,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/152/152117p1.html,Soul Blade,http://www.ign.com/games/soul-blade/ps-2117
6.0,Okay,"We get to see the future of racing in Hi-Octane, where hover cars loaded to the gills with weapons are the race vehicles. You can choose from six different cars with different attributes, but all of them are loaded with shields, mini-guns, and missiles. Lean into the turns and learn the hazards of a particular track with the Single Race mode. Those in for the long haul should play the Championship mode and race on all nine tracks. If dealing with other racers causes pain, play a Clone Race and have a time trial against an identical car. For those with a violent streak, Death Match places you in an arena with seven other cars, where the last car running wins. If you have friends that want to play, use the two-player split-screen option or the eight-player hot seat option. We have seen the future of racing, and it is Hi-Octane.",Bullfrog Productions,Racing,6.0,Okay,PS PC PSP Saturn PS3,34.99 USD,Electronic Arts,E for Everyone,Animated Violence,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",1996,http://psx.ign.com/articles/150/150152p1.html,Hi-Octane,http://www.ign.com/games/hi-octane/ps-152
7.7,Good,"Step into the role of Han Solo's good pal, Dash Rendar, as you lead a Rebel force against the always-menacing Empire. You'll journey across nine distinctly detailed environments each straight from the STAR WARS universe as the game switches modes and perspectives constantly to provide a richly varied gaming experience. The Rebels fight right alongside you on the first level, as you steer a Snowspeeder through packs of AT-ATs, AT-STs, and Probe Droids. After that, you're on your own as you explore the ice-covered caverns of Echo Base trying to find your ship, the Outrider. As if that wasn't a full-day's work, the next level sets you up blasting TIE Fighters and TIE Bombers, dodging deadly asteroids all the while. Before the game ends, you'll find yourself atop a moving train, walking through Gall Spaceport, jetpacking through the air, riding a Swoop Bike through Mos Eisley, and more. Once you've completed each level, you'll have the option to go back to completed levels and search for obscured Challenge Points in order to advance your cause. With excellent animations, sound effects right out of STAR WARS, and some of the most original gameplay ever, this game is worthy of the Lucas stamp of approval.",LucasArts,Action,6.5,Okay,N64 PC,6.75 USD,Nintendo,T for Teen,Animated Violence,"http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","December 3, 1996",http://ign64.ign.com/articles/150/150415p1.html,Star Wars: Shadows of the Empire,http://www.ign.com/games/star-wars-shadows-of-the-empire/n64-415
7.6,Good,"The very first sports title ever to hit the Nintendo 64 from Williams and Nintendo. This is considered the NBA Jam of hockey. If you are looking for realism, you may want to wait for the next hockey title. Wayne Gretzky?s 3D Hockey is all about fun. Hilarious one-liners from the announcer and huge checks that send even the biggest of hockey players sent sprawling. High scoring sets the theme for this game, however, if you start to get sick of the 11-10 games, switch on the simulation option and a play a little more realistic brand of hockey.",Williams Entertainment Inc.,Sports,7.1,Good,N64 Arcade,,Nintendo,,,"http://www.ign.com/games/tony-hawks-pro-skater-2/n64-14169,http://www.ign.com/games/mario-golf/n64-10628,http://www.ign.com/games/international-superstar-soccer-2000/n64-15240,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","Nov. 14, 1996",http://ign64.ign.com/articles/150/150765p1.html,Wayne Gretzky's 3D Hockey,http://www.ign.com/games/wayne-gretzkys-3d-hockey/n64-765
7.8,Good,"Nintendo has ported their hit fighting game, KILLER INSTINCT GOLD, to the Nintendo 64. The game combines the features and characters of KILLER INSTINCT 2 with the power of the N64 to create a whole new fighting experience. The camera tracks the action back and forth over the 2D plane as the two fighters duke it out, giving some great camera angles. There are many characters and locations to choose from, as well as some that become available when certain tasks are completed. The battle system is based on combos, which must be performed by pressing one of the six attack buttons. By using the Tutorial, players will be able to do the most difficult attacks with enough practice. The game supports two players, and each must be well versed in the combat system to be successful. While the concepts in KILLER INSTINCT GOLD are easy to pick up, they require foresight and planning to exploit to the maximum.",Rare,Fighting,6.5,Okay,N64,12.89 USD,Nintendo,T for Teen,"Blood, Animated Violence","http://www.ign.com/games/super-smash-bros/n64-10494,http://www.ign.com/games/mortal-kombat-trilogy/n64-454,http://www.ign.com/games/mortal-kombat-4/n64-1912,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","Nov. 25, 1996",http://ign64.ign.com/articles/150/150499p1.html,Killer Instinct Gold,http://www.ign.com/games/killer-instinct-gold/n64-499
5.1,Mediocre,"After leaving his 7-Up can, Spot is sucked into a film projector, which puts him into several different Hollywood scenarios including the Old West, Pirate World, Outer Space, Horror World, and the Mine Cart World. You must guide Spot through 100 of these stages where he must collect the little red dots scattered throughout. Naturally, all of the environments are dangerous and have unique enemies, but Spot can use the power of carbonation to vanquish his foes. As he progresses through some of the levels, special shots will become available that can freeze enemies or make them float around inside a bubble. It's up to you to help Spot get out of Hollywood and return to his soda can in SPOT GOES TO HOLLYWOOD.",Virgin Interactive,Platformer,3.0,Awful,PS Gen Saturn,41.99 USD,Virgin Interactive,,,"http://www.ign.com/games/crash-bandicoot/ps-603,http://www.ign.com/games/crash-bandicoot-warped/ps-3919,http://www.ign.com/games/crash-bandicoot-2-cortex-strikes-back/ps-2037,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Oct 1, 1996",http://psx.ign.com/articles/150/150565p1.html,Spot Goes to Hollywood,http://www.ign.com/games/spot-goes-to-hollywood/ps-565
6.1,Okay,"The Imperium has steadily expanded over the last few decades. With ever-expanding borders, new threats constantly arise. Mankind's greatest threat is the Genestealers, a parasitic race that is constantly looking for new species to be hosts for their young. They travel from planet to planet in gigantic ships known as Space Hulks looking for easy targets. Now, they are heading for the Imperium. You take the role of a space marine and your job is to infiltrate a Space Hulk and stop the Genestealers. While you start the game as a rookie, you will eventually be put in command of a squad and will have to complete a number of mission objectives that range from planting bombs to item recovery. However, you will have to keep an eye out for the enemy, and blast them with an arsenal of weapons that include lightning claws, assault cannons, and grenade launchers. Protect humanity from the evil Genestealers in SPACE HULK: Vengeance of the Blood Angels.",Electronic Arts,Action,6.0,Okay,PS 3DO Saturn PC,29.99 USD,Electronic Arts,T for Teen,Animated Blood and Gore,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Jun 24, 1996",http://psx.ign.com/articles/150/150533p1.html,Space Hulk: Vengeance of the Blood Angels,http://www.ign.com/games/space-hulk-vengeance-of-the-blood-angels/ps-533
7.7,Good,"PlayStation fighting games enter the third dimension with TEKKEN. You can play as 18 characters including Kazuya, Michelle, King, Jack, Yoshimitsu, Nina, Law, and Paul Phoenix. All of the characters have unique fighting styles that result in individualized attacks and combinations. Now the animation is as realistic as possible, thanks to motion-capture technology. If you play the Arcade mode and defeat the roster of opponents, you are treated to a full-motion video sequence that explains the characters' motivation for entering the Iron Fist Tournament. If your friends think they can pull off a better 10-hit combination, make them prove it with the Versus mode. Do you have what it takes to become the king of TEKKEN?",Namco,Fighting,7.5,Good,PS PS3 Arcade PSP,12.99 USD,Namco,T for Teen,Animated Violence,"http://www.ign.com/games/street-fighter-alpha/ps-181,http://www.ign.com/games/digimon-world-2/ps-16355,http://www.ign.com/games/tekken-3/ps-2294,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",1996,http://psx.ign.com/articles/150/150182p1.html,Tekken,http://www.ign.com/games/tekken/ps-182
6.5,Okay,"Throw on your finest footy kit and take to the pitch with the ""virtual reality"" simulation of VR SOCCER '96. This is European-style, lightning-fast football action for true aficionados of the world's most popular sport. You'll see realistic 3D, motion-captured athletes, and 22-player squads with up to eight skill levels per man. You'll compete in detailed, fully rendered stadiums while listening to colorful commentary from the humorous in-game announcer. The competition takes place in a wide variety of modes including Friendly, Practice, Arcade, Simulation, League, and Cup. You can watch the frantic action from six different camera angles, and there is an extensive options menu that allows for adjustments of game length, whether or not offsides is enabled, wind speed, and the like. With a choice of 44 international teams you can go head-to-head against the computer or a friend, or play in Two-Player Cooperative mode. With VR SOCCER '96 the game is truly afoot.",Interplay,Sports,7.7,Good,PS PC Mac Saturn,58.99 USD,Interplay,E for Everyone,No Descriptors,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Sep 1, 1996",http://psx.ign.com/articles/150/150014p1.html,VR Soccer '96,http://www.ign.com/games/vr-soccer/ps-14
6.0,Okay,"Hop in the cockpit and take to the danger-filled skies in Top Gun: Fire at Will!. In this fight-in-flight game based on the smash-hit movie, you play as Maverick, an up and coming rookie out to prove himself. A variety of gameplay modes are available, and they include strafing missions, escort, low-altitude reconnaissance, intercept, and combat air patrols. You begin training with the essential and instructive missions at Miramar. Your goal is to complete your Top Gun training by maintaining a positive point total, a decent number of enemy kills, and reasonably low missile usage. When you feel up to the challenge, you'll advance and engage in ""real"" combat in theatres of war over Cuba, Korea, and finally Libya. Thankfully you have your co-pilot Merlin at your side, offering advice as Libya is the most difficult scenario and will test all your turn-and-burn daredevil skills in 11 fearsome missions.",Spectrum Holobyte,Simulation,3.0,Awful,PS PC Mac,57.99 USD,Spectrum Holobyte,K-A for No Rating,Animated Violence,"http://www.ign.com/games/sim-theme-park/ps-13684,http://www.ign.com/games/monster-rancher/ps-2180,http://www.ign.com/games/monster-rancher-2/ps-11227,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Jun 1, 1997",http://psx.ign.com/articles/150/150682p1.html,Top Gun: Fire At Will,http://www.ign.com/games/top-gun-fire-at-will/ps-682
5.5,Mediocre,"Golf aficionados will surely be pleased with WORLD CUP GOLF for the PlayStation. You can select from a wide variety of courses from around the world, each with a unique look, design, and feel. There is also a good selection of golfers to choose from, each with different abilities, so you're sure to find one that fits your playing style. The graphics are clear and crisp, showing each exotic locale in great detail. The unique hitting meter, once mastered, allows you to swing accurately and efficiently, taking much of the guesswork out of the process. WORLD CUP GOLF will please fans of the genre with its serious take on the game, and the Two-Player mode is not to missed, as it allows you to challenge your friends to find out who is the lord of the links.",U.S. Gold,Sports,5.0,Mediocre,PS Saturn PC 3DO CD-i,56.99 USD,U.S. Gold,,,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Jun 1, 1997",http://psx.ign.com/articles/150/150685p1.html,World Cup Golf: Professional Edition,http://www.ign.com/games/world-cup-golf-hyatt-dorado-beach/ps-685
8.0,Great,"Fighting game with a unique quest mode, from Square.  The publisher enlisted the help of Seiichi Ishii, who had previously worked on both Tekken and Virtua Fighter. On these strengths, Square helped Ishii start his own development company, Dream Factory, and Tobal No.1 is the first game from the developer. The game offers some 3D movement for more behind-the-back attacks that fighting games released around the same time. Tobal also introduced an interesting grapple move, which allows you to grab your opponent and, depending on your button execution, throw them in a myriad of ways. The game features Gouraud-shaded players displayed in hi-res mode (640x480) and shipped with an included Final Fantasy VII demo.",Dream Factory,Fighting,8.7,Great,PS,56.99 USD,Sony Computer Entertainment,T for Teen,Animated Violence,"http://www.ign.com/games/street-fighter-alpha/ps-181,http://www.ign.com/games/digimon-world-2/ps-16355,http://www.ign.com/games/tekken-3/ps-2294,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","November 11, 1997",http://psx.ign.com/articles/150/150743p1.html,Tobal No. 1,http://www.ign.com/games/tobal-no-1/ps-743
7.8,Good,"Blaze into vehicular combat mayhem with TWISTED METAL from Sony. It is the year 2010; desecration and madness have spread across the cities like a plague. You are the fastest and toughest car commando alive, and your task is to choose from more than a dozen hi-tech, battle-hardened street machines like taxi cabs, police cars, motorcycles, and ice cream trucks and compete in contests of brute force and MAD MAX-style survival. Try to find the time to enjoy the stunning, fully interactive 3D scenery as you careen from building to building and street to street in an attempt to evade your evil pursuers and emerge victorious. In Single-Player mode or Head-to-Head PlayStation-networked battle, you'll race through five different worlds, shooting and maneuvering against devilish foes and bizarre criminals. Wage deadly war with awesome weapons like machine guns, flamethrowers, and missile launchers, and switch between four camera views including dashboard POV and third-person perspective. In the psychotic, hard-driving insanity of TWISTED METAL, you'll need nerves of steel to survive the sick but fun demolition derby from Hell.",Singletrac,Action,7.0,Good,PS PSP PS3,16.99 USD,Sony Computer Entertainment,T for Teen,Animated Violence,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",1996,http://psx.ign.com/articles/150/150444p1.html,Twisted Metal [1996],http://www.ign.com/games/twisted-metal-1996/ps-444
8.9,Great,"WIPEOUT XL marks the return of the popular futuristic racer to the PlayStation. Just as in the original game, players must race across crazy tracks while driving hovercraft from the future. On top of the racing action, players need to collect weapons in order to take down their closet competitors. This game introduces the Pit, where any player can stop to regain valuable shield energy. There is also a Two-Player mode, enabling two people to take to the course at the same time and determine who is the superior racer. The music from the first game is gone, but this time around there is licensed music from popular bands like as Prodigy and The Chemical Brothers. Everything in WIPEOUT XL has been updated, with weapons that are even more destructive, music that provides even more of an adrenaline rush, and courses that keep players busy for a long time.",Psygnosis,Racing,9.0,Amazing,PS PSP PS3 PC Saturn Mac,27.99 USD,Sony Computer Entertainment,E for Everyone,Animated Violence,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","November 11, 1996",http://psx.ign.com/articles/150/150473p1.html,WipEout XL,http://www.ign.com/games/wipeout-2097/ps-473
4.8,Bad,,Epoch,Platformer,3.0,Awful,N64,,Epoch,,,"http://www.ign.com/games/super-mario-64/n64-606,http://www.ign.com/games/donkey-kong-64/n64-607,http://www.ign.com/games/banjo-kazooie/n64-1922,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933",Import Only,http://ign64.ign.com/articles/151/151901p1.html,Doraemon Nobita & The 3 Fairy Spirit Stones,http://www.ign.com/games/doraemon-nobita-the-3-fairy-spirit-stones/n64-1901
8.1,Great,"Xevious 3D/G+ is a compilation of various Xevious arcade games, brought perfectly intact to the Playstation console. The main feature is Xevious 3D/G, a full update of the classic space shooter with simultaneous 2-player action, new weapons, new scenery, new enemies, and fully three-dimensional graphics. The other members of this compilation are the original Xevious, Super Xevious, and Xevious Arrangement. Furthermore, Xevious 3D/G+ includes extra options and secret bonuses not found in the arcade versions of these games.",Namco,Shooter,8.0,Great,PS PSP PS3 Vita,9.94 USD,Namco,E for Everyone,Mild Violence,"http://www.ign.com/games/jake2/ps-10446,http://www.ign.com/games/duke-nukem-total-meltdown/ps-2194,http://www.ign.com/games/tom-clancys-rainbow-six/ps-12260,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/152/152134p1.html,Xevious 3D/G+,http://www.ign.com/games/xevious-3d-g/ps-2134
6.5,Okay,"Monster trucks come to the PlayStation with THUNDER TRUCK RALLY. There are a total of nine drivers to choose from, each with a unique truck. After choosing a driver, you can choose to compete in three different styles of race: Circuit, Endurance, and Car Crush. Circuit has you trying to complete a certain number of laps on a particular track, Endurance calls for you to race through nine checkpoints in a specific order, and in Car Crush you try to get the fastest time while driving over cars. All three of these race types can be played in the Championship, Practice, Multiplayer, and Time Trial modes. Now, thanks to THUNDER TRUCK RALLY you can get monster truck action on any day of the week.",Reflections Interactive,Racing,7.0,Good,PS,29.99 USD,Psygnosis,K-A for No Rating,,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/152/152125p1.html,Thunder Truck Rally,http://www.ign.com/games/thunder-truck-rally/ps-2125
6.9,Okay,"If you like your basketball arcade-style, take note: it just doesn't get any more arcade-style than HANG TIME. The two-on-two action is extreme, as you choose two players from your favorite team and send them into high-flying, in-your-face basketball action. With better animation than any game of its kind, NBA HANG TIME features hysterical, running play-by-play commentary to keep things comical. The players and stats have all been updated to reflect current lineups and trends, and each NBA team is represented.  If the regular NBA guys are boring you, you can actually create your own player! Choose from a variety of body types and heads (they include animal faces and the likenesses of the game's designers), then give your player any attributes you think will give you an edge. The more games you win with your player, the more points you get, and the better you can make your player. HANG TIME offers some great options, such as AI assistance, very effective power-ups, oversized heads, and lots of humorous codes to change the gameplay around. It might not look anything like real basketball, but Shaq just can't do a quadruple flip in real life .",Director's Cut,Sports,4.0,Bad,PS N64 Arcade PC SNES Gen,34.98 USD,Midway  Games,E for Everyone,No Descriptors,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Oct 1, 1996",http://psx.ign.com/articles/150/150264p1.html,NBA Hang Time,http://www.ign.com/games/nba-hang-time/ps-264
6.8,Okay,"ALL-STAR BASEBALL '97: Featuring Frank Thomas creates the most realistic baseball experience on the PlayStation. With motion-capture help from Frank Thomas, MLB and MLBPA licenses, and commentary from ESPN Sunday Night Baseball's Jon Miller, you will swear that you are watching a live game. To get the most realism, play through the grueling 162-game season or a tough playoff match-up. For a quick jolt of baseball excitement, play an Exhibition game, or play with the best of the best in the All-Star game. With all of this realism, you'll feel like you are standing at home plate.",Acclaim Entertainment,Sports,5.0,Mediocre,PS Saturn,48.99 USD,Acclaim Entertainment,E for Everyone,No Descriptors,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1997",http://psx.ign.com/articles/152/152017p1.html,All-Star Baseball '97 Featuring Frank Thomas,http://www.ign.com/games/all-star-baseball-97-featuring-frank-thomas/ps-2017
