community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
7.4,Good,"Looking for an intense puzzler packed with insane chain reactions and addictive gameplay modes? Look no further than BALLISTIC on Game Boy Color. In this puzzle game, you control a cannon in the center of the playing field that can shoot balls of varying colors in any direction. Balls form a spiral from the center of the screen out, and you must clear them by matching colors from your own cannon. If the balls reach the outer edge of the screen, it's game over. Choose from three different gameplay modes. In Panic mode, blast the blazing balls ¿til you can't blast no more! The game will continue until you decide to stop, so show what you're made of and last as long as you can. In Checkmate mode, you must solve 50 unique puzzles using your strategic prowess! Can you set up the right chain reactions? Finally, challenge an opponent to a two-player contest to prove who has the best puzzle skills!",Mitchell Corporation,Puzzle,7.0,Good,GBC iPhone NGPC Nuon PS,27.99 USD,Infogrames,E for Everyone,No Descriptors,"http://www.ign.com/games/tonka-construction-site/gbc-662099,http://www.ign.com/games/pokemon-puzzle-challenge/gbc-13800,http://www.ign.com/games/shanghai-pocket/gbc-10787,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",December 1999,http://gameboy.ign.com/articles/162/162579p1.html,Ballistic,http://www.ign.com/games/ballistic/gbc-12579
8.5,Great,"NHL Championship from Fox Sports is known as the hockey title for the new millennium. Some of the best graphics and quality game play the PlayStation has seen. All rosters are up to date. Kenny Albert is in the booth and other than the catch Fox Sports theme music, sound isn't anything special.",Radical Entertainment,Sports,9.1,Amazing,PS PC,28.99 USD,Fox Interactive,E for Everyone,Animated Violence,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",September 1999,http://psx.ign.com/articles/161/161676p1.html,NHL Championship 2000,http://www.ign.com/games/nhl-championship-2000/ps-11676
8.0,Great,"While investigating a series of mysterious disappearances in the 1800s, Johnny is knocked from his horse by an unidentified being. When he tries to shoot the creature he is rendered unconscious, only to be awakened later on by his father's long-time friend Suzuki. Suzuki, it seemed, had saved Johnny's life and decided to take the youngster under his wing to teach him the art of Zipang fighting. When Johnny returned to his home in the West many years later as the Samurai Gunman Zan, he found his town being ravaged by a ninja group looking for gold. You control Zan as you use your sword and your six-shooter to take out the enemies. It won't be easy, as you'll encounter ninjas, Sumo wrestlers, straw men, henchmen, and more in your pursuit of their leader, Queen Jackal. The more foes you eliminate over the game's 10 levels, the more points you'll get toward improving the power of your sword or the speed of your movement. After completing each level, your performance will earn you hero badges. The more badges you receive, the more secret modes and rewards you'll be able to unlock at the game's end. It's East meets West in this addicting action hybrid.",UEP Systems,Fighting,8.5,Great,PS,45.99 USD,Agetec,M for Mature,"Blood, Animated Violence","http://www.ign.com/games/street-fighter-alpha/ps-181,http://www.ign.com/games/digimon-world-2/ps-16355,http://www.ign.com/games/tekken-3/ps-2294,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",September 1999,http://psx.ign.com/articles/161/161472p1.html,Rising Zan: The Samurai Gunman,http://www.ign.com/games/rising-zan-the-samurai-gunman/ps-11472
8.0,Great,Space Invaders for PlayStation is an enhanced 3d version of the Atari game. Battle squadron after squadron of alien forces as they pulse down through the menacing sky. You must save the galaxy! There's 100 levels of lightning-fast arcade action. Test your rapid-fire skills against 13 deadly enemy species and 10 huge bosses as you defend the galaxy from constant invasion. There are two player cooperative or competitive modes.,Z-Axis,Action,7.9,Good,PS Wii 5200 PC PC GB 2600 GBA LCD N64 DC WS NES Wii SNES Arcade GBC 400/800 LCD LCD LCD,28.99 USD,Activision,E for Everyone,Animated Violence,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",September 1999,http://psx.ign.com/articles/161/161496p1.html,Space Invaders,http://www.ign.com/games/space-invaders/ps-11496
7.5,Good,"Look no further than ARCADE HITS: Moon Patrol & Spy Hunter for classic fun on the run for Game Boy and Game Boy Color. Featuring two classic arcade action titles, ARCADE HITS is packed full of fun. In SPY HUNTER, you play a super spy trying to thwart the nefarious plots of your adversaries. Take to the road in your souped-up roadster in a thrilling overhead chase. Collect power-ups to increase your firepower, oil slicks to give the baddies the slip, and more. Take out as many of the enemies as you can, but watch out for civilians or you'll have some explaining to do! MOON PATROL takes you to the surface of the Moon, driving a fully armed dune buggy in side-scrolling mayhem. Blast away at the Moon critters that are out to get you, and keep an eye out for craters! Both games are perfect graphical reproductions of the vintage arcade machines. Classic and modern gamers can't go wrong with this awesome duo of games!",Digital Eclipse Software,Action,6.0,Okay,GBC,,Midway  Games,E for Everyone,Mild Animated Violence,"http://www.ign.com/games/the-legend-of-zelda-oracle-of-seasons/gbc-16042,http://www.ign.com/games/the-legend-of-zelda-oracle-of-ages/gbc-16041,http://www.ign.com/games/batman-chaos-in-gotham/gbc-14474,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",May 1999,http://gameboy.ign.com/articles/163/163296p1.html,Spy Hunter / Moon Patrol,http://www.ign.com/games/spy-hunter-moon-patrol/gbc-13296
8.5,Great,"The best way to describe KING OF FIGHTERS: Dream Match 1999 would be to take every combatant from the previous games in the KING OF FIGHTERS series, and put them in one superstar matchup. You'll have over 40 fighters to choose from, including Ryo Sakazaki, Chizuru Kagura, and Goro Daimon. Pit them against each other in a ton of cool 2D environments that will put your skills to the test. Show your stuff in Team Play, Team Versus, Single Play, Single Versus, Survivor, and Practice. With so many modes and characters to choose from, your thumbs better be in good shape, or you'll spend most of your time facedown in defeat. In addition to your standard light kick, heavy kick, light punch, and heavy punch, there are special moves that you must master in order to be successful and crown yourself the ultimate King of Fighters.",SNK [1978-2001],Fighting,8.4,Great,DC Arcade Switch NG PS PS3 3DS NGCD PSP,49.99 USD,SNK [1978-2001],T for Teen,"Animated Violence, Suggestive Themes","http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967,http://www.ign.com/games/soulcalibur/dc-10953,http://www.ign.com/games/ultimate-fighting-championship/dc-14160,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967","October 22, 1999",http://dreamcast.ign.com/articles/161/161947p1.html,The King of Fighters: Dream Match 1999,http://www.ign.com/games/king-of-fighters-99/dc-11947
10,Masterpiece,"If you've always wanted to travel to the Winter Olympics but you just can't take the frostbite and overpriced food you'll love this new twist on winter games. See how you stack up in events like Snowmobiling, Skiing, and Snowboarding. Prior to each race, you'll be able to enter a Pro Shop, where equipment, upgrades, and hip accessories can be bought with cash you've won. Choose your racer, decide which slope looks the most promising, and set all of the track options. Then, make your opponents eat snow. Up to four players can participate.",Hammer Technologies,Sports,3.8,Awful,PC,14.99 USD,HeadGames Publishing,E for Everyone,,"http://www.ign.com/games/nba-2k17/pc-20052300,http://www.ign.com/games/pro-evolution-soccer-2017/pc-20054110,http://www.ign.com/games/wwe-2k17/pc-20063609,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","May 24, 1999",http://pc.ign.com/articles/163/163316p1.html,Extreme Wintersports,http://www.ign.com/games/extreme-wintersports/pc-13316
6.6,Okay,"LOGICAL adds a distinctive puzzle game experience to the Game Boy Color. Each of the 99 levels starts with a unique arrangement of pipes and slotted gears. Balls of various colors roll through a pipe at the top of the screen, and they'll fall into the gear and pipe arrangement. The goal is to get balls of the same color to fill all of the slots of a gear. Once that happens, the balls disappear. But time is always a factor in doing this, so you've got to be efficient. As the game progresses, several complicating factors enter the mix: some pipes will only allow balls to travel one way, and other will only let balls of one color pass through. The biggest problem is that some levels require colors be removed in a particular order. Try to solve as many puzzles as you can with LOGICAL.",Conspiracy Entertainment,Sports,5.0,Mediocre,GBC,35.99 USD,Sunsoft,E for Everyone,No Descriptors,"http://www.ign.com/games/720/gbc-10768,http://www.ign.com/games/mario-tennis-gbc/gbc-14380,http://www.ign.com/games/ready-2-rumble-boxing/gbc-12329,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",May 1999,http://gameboy.ign.com/articles/160/160769p1.html,Logical,http://www.ign.com/games/logical/gbc-10769
7.0,Good,"Enjoy all of the thrilling challenges of professional boxing with KNOCKOUT KINGS 2000. You can choose from large number of past and present boxing greats like Marvelous Marvin Hagler, Rocky Marciano, Evander Holyfield, Roberto Duran, and Muhammad Ali. Enter a slugfest, and try to knock out your opponent opposition in an arcade-style boxing match. If you are looking for something more realistic, put the boxers into an Exhibition match. For the most hardcore boxing fanatics, you can recreate great boxing matches, including the Thrilla in Manilla. For the ultimate challenge, create your own boxer and fight your way through the ranks to the world championship. Unlike last year's game, players now control the training that takes place between matches. If you are a fan of the sweet science, you will love KNOCKOUT KINGS 2000.",Black Ops,Sports,6.7,Okay,N64 PS,28.99 USD,Electronic Arts,T for Teen,Animated Violence,"http://www.ign.com/games/tony-hawks-pro-skater-2/n64-14169,http://www.ign.com/games/mario-golf/n64-10628,http://www.ign.com/games/international-superstar-soccer-2000/n64-15240,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","October 3, 1999",http://ign64.ign.com/articles/161/161588p1.html,Knockout Kings 2000,http://www.ign.com/games/knockout-kings-2000/n64-11588
4.2,Bad,"When a comet almost collides with Earth, a posse of bizarre turkeys and evil aliens lands in South Park, and the four foul-mouthed grade-schoolers are, of course, going to have to rescue everyone. Switch back and forth between the characters with the touch of a button, as you use yellow snowballs, sponge-dart guns, toilet plungers, and more to squelch the strange attack and restore peace to the sleepy mountain town. With lots of levels and difficult bosses, the game's obvious strength is its creativity the enemies are all hysterical, and the game ends up being as funny as the show itself. Based on the hit cartoon, SOUTH PARK (the game) actually uses custom speech from stars Trey Parker, Matt Stone, and Isaac Hayes to keep the faithful masses happy, and adds a creative storyline that falls right in line with what you'd expect from the show. The 3D animation is a definite update on the cartoon, but the animation is so good, you won't even blink at the difference. If you've never used a bazooka that shoots out cows in a videogame before, you haven't played SOUTH PARK.",Appaloosa Interactive,Action,2.0,Painful,PS N64 PC GBC,18.99 USD,Acclaim Entertainment,M for Mature,"Comic Mischief, Strong Language","http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",August 1999,http://psx.ign.com/articles/161/161537p1.html,South Park,http://www.ign.com/games/south-park/ps-11537
6.5,Okay,"The famous cat and mouse duo makes an appearance on the Game Boy Color in TOM AND JERRY. Take control of Jerry as he searches for his cousin Tuffie. To succeed, Jerry will have to explore 10 expansive levels filled with bottomless pits and spikes. In addition to these dangers, Jerry must keep an eye out for Tom who will eat him the first chance he gets. Luckily, Jerry can collect marbles that will slow Tom down and keep him away. In addition to the marbles, there are a large number of power-ups that will help Jerry while he searches including cheese, ice cream sodas, stars, clocks, and hearts. Will Jerry be able to find Tuffie? Can Tom capture the mouse and have him for lunch? Find out by playing TOM AND JERRY.",Majesco,Platformer,4.0,Bad,GBC NES GB SNES GG,35.99 USD,Majesco,E for Everyone,,"http://www.ign.com/games/shantae/gbc-15286,http://www.ign.com/games/wario-land-ii/gbc-11140,http://www.ign.com/games/super-mario-bros-deluxe/gbc-11703,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",September 1999,http://gameboy.ign.com/articles/162/162194p1.html,Tom and Jerry,http://www.ign.com/games/tom-and-jerry/gbc-12194
8.2,Great,"A terrorist group calling itself the Crying Lions is about to take over the world with its mighty satellite, and Jean-Luc Cougar is the only one who can stop it. As Jean-Luc, a covert operative working for the Strategic Covert Actions Team, you are responsible for taking back a Lions-controlled base and regaining power of the satellite. Some of the weapons you'll have to acquire and use to defeat the terrorists are handguns, shotguns, and machine guns, though you'll also need to access such materials as explosives, detectors, flashlights, and medical kits in order to succeed. A refreshing take on the traditional action game, WINBACK requires as much stealth and strategy as it does reflexes and use of weaponry. The game features six different multiplayer modes, supporting up to four players: Death Match, Lethal Tag, Quick Draw, Cube Hunt, Team Battle, and Point Match. You select your difficulty level, and you can even start off in a Tutorial mode to get the controls down.",Omega Force,Action,8.0,Great,N64 PS2 PS3,47.99 USD,Koei,T for Teen,"Animated Violence, Mild Language","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","October 20, 1999",http://ign64.ign.com/articles/153/153937p1.html,WinBack: Covert Operations,http://www.ign.com/games/winback-covert-operations/n64-3937
8.8,Great,"Skate as the legendary Tony Hawk, or as one of nine other top pros. Work your way up the ranks by landing suicidal tricks in brutal competitions to become the best skater on the circuit. It's time to go pro. Pull off hundreds of motion-captured move combos on the fly with super-smooth controls. Nail insane airs, grabs, slides, grinds, kick-flips and landing tricks.",Neversoft Entertainment,"Extreme Sports, Sports",9.4,Amazing,PS N64 GBC DC NNG,28.99 USD,Activision,T for Teen,Mild Language,"http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",September 1999,http://psx.ign.com/articles/161/161132p1.html,Tony Hawk's Pro Skater,http://www.ign.com/games/tony-hawks-pro-skater/ps-11132
4.9,Bad,"It's a quiet day on the links. You tee up your ball, and drive it 200 yards down the center of the fairway, leaving a 150-yard approach shot. After taking the approach shot, the ball stops rolling 3-feet from the pin. On the green, you sink the relatively easy putt, and you start your round with a birdie. While most golfers never have days like this, they can with HOLE IN ONE GOLF. Get out on three different courses and try to get the lowest score possible. However, the courses are located in rural areas, so you never know when birds, squirrels, or bears will come onto the course and mess with your shots. Try to play the round of your life with HOLE IN ONE GOLF.",Natsume,Sports,3.0,Awful,GBC,37.99 USD,Natsume,E for Everyone,,"http://www.ign.com/games/720/gbc-10768,http://www.ign.com/games/mario-tennis-gbc/gbc-14380,http://www.ign.com/games/ready-2-rumble-boxing/gbc-12329,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",August 1999,http://gameboy.ign.com/articles/161/161892p1.html,Hole in One Golf,http://www.ign.com/games/hole-in-one-golf-167826/gbc-11892
9.2,Amazing,"It's the game that started a revolution, but it's not just the fad that convinced gamers to ""catch 'em all."" This deceptively simple and child-friendly role-playing game design is a far deeper game design than it looks. Pokemon features way more strategy and gameplay than it leads on, offering gamers almost infinite gaming possibilities even after the main adventure ends.

Are you a good trainer? Find out as you try to capture and train pocket monsters, otherwise known as Pokemon. As Ash Ketchum, you'll pursue a variety of different monsters. Train them well, and they'll evolve into more powerful monsters. Work through the game to defeat eight Gym leaders, and trade with your friends' copies of Pokemon Red/Blue/Yellow in order to collect all 150 Pokemon!

Known as Pocket Monster Pikachu in Japan, Pokemon Yellow: Special Pikachu Edition is a slightly updated version of the original Pokemon Game Boy games arrived in 1998. Although essentially the same game as Red/Green/Blue, Pokemon Yellow gives you Pikachu as your starter Pokemon, and features limited color support as well as Pikachu voice samples and slight changes inspired by the cartoon show.","Nintendo, Game Freak","Turn-Based, RPG",10,Masterpiece,GB 3DS,29.95 USD,Nintendo,E for Everyone,,"http://www.ign.com/games/pokemon-red-version/gb-9846,http://www.ign.com/games/pokemon-blue-version/gb-16708,http://www.ign.com/games/pokemon-green-version/gb-16831,http://www.ign.com/games/pokemon-red-version/gb-9846,http://www.ign.com/games/pokemon-blue-version/gb-16708,http://www.ign.com/games/pokemon-green-version/gb-16831",October 1999,http://gameboy.ign.com/articles/162/162045p1.html,Pokemon Yellow: Special Pikachu Edition,http://www.ign.com/games/pokemon-yellow-special-pikachu-edition/gb-12045
8.7,Great,"Fly over 10,000 miles of real mountaintops, landmarks, and city streets in and around Seattle! Take control of 10 different planes after getting comprehensive instruction on how to pilot each; and then strap yourself in for the most detailed flight simulation ever created. Moving 3D objects in the air and on the ground lend stunning realism, and interactions with air traffic control make the experience all the more true-to-life. If you'd like, you can even land on the water using the infamous Renegade Seaplane.",Looking Glass,Simulation,9.0,Amazing,PC,19.99 USD,Electronic Arts,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 20, 1999",http://pc.ign.com/articles/160/160979p1.html,Flight Unlimited III,http://www.ign.com/games/flight-unlimited-iii/pc-10979
5.0,Mediocre,High performance motorcycle racing simulation exclusively licensed by The American Motorcyclist Association. Race up to thirty opponents in full 3D and even online.,Motorsims,Racing,4.5,Bad,PC,19.99 USD,Motorsims,E for Everyone,No Descriptors,"http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 1, 1999",http://pc.ign.com/articles/163/163202p1.html,AMA Superbike,http://www.ign.com/games/ama-superbike/pc-13202
8.6,Great,"Get ready for hardcore hoops action coming at you on Sega Dreamcast at a blazing 60 frames per second. Put yourself at center court with high-res 3D graphics and real-life animated crowds cheering and jeering as you lead your team to victory. Ultra-realistic players were produced using over 1,300 motion-captured moves to create the most true-to-life action ever seen in a basketball game. Slam dunk it with 10 seconds remaining, and watch the expressions of the other players. Pick out the pros from more than 400 individually modeled players, with bone structures, facial features, and hairstyles matched perfectly to the real stars. Warm up (your fingers) and get ready to ball.",Visual Concepts,Sports,9.2,Amazing,DC,54.99 USD,SEGA,E for Everyone,,"http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/tony-hawks-pro-skater-2/dc-14676,http://www.ign.com/games/world-series-baseball-2k1/dc-13023,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967","November 10, 1999",http://dreamcast.ign.com/articles/159/159970p1.html,NBA 2K,http://www.ign.com/games/nba-2k/dc-9970
8.3,Great,"Corkscrew Follies is an expansion for the original RollerCoaster Tycoon game. Get ready to experience all the excitement behind the design and construction of your very own theme park. Expand the possibilities (and the profits!) of your park by adding more rollercoasters, thrilling ride enhancements, and new food and retail shops. Include something for everybody, like a miniature golf course or a ghost train with underground sections -- you can even add a suspended monorail! It's your park and you're in complete control!",Microprose,Strategy,7.0,Good,PC,,Hasbro Interactive,E for Everyone,Mild Animated Violence,"http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Nov 15, 1999",http://pc.ign.com/articles/163/163462p1.html,RollerCoaster Tycoon: Corkscrew Follies,http://www.ign.com/games/roller-coaster-tycoon-deluxe-jewel-case-edition/pc-13462
8.1,Great,"The title's real success lies in its Multiplayer modes. You can save and load up to four players per game save, so your friends don't even have to own an N64 to keep their statistics. In Cooperative mode, you play with a friend and select your own battle path, while in Time Trial mode you'll test your mettle against a ticking clock. Finally, in Frag Fest mode you are given specific limitations and requirements that you must overcome in order to advance. The graphics and sound are the best to date, and the gameplay is incredibly intuitive. With lots of intense enemies, fully customizable skill levels and options, plus a truly innovative weapon selection, TUROK: Rage Wars is a worthy companion to the other TUROK titles.",Acclaim Studios Austin,Action,8.9,Great,N64 GBC,27.99 USD,Acclaim Entertainment,M for Mature,"Blood, Gore, Animated Violence","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","November 23, 1999",http://ign64.ign.com/articles/160/160823p1.html,Turok: Rage Wars,http://www.ign.com/games/turok-rage-wars/n64-10823
8.9,Great,"After way too long Capcom's ""survival horror"" series makes its Nintendo 64 debut in form of Resident Evil 2 -- a port of the PlayStation original. Raccoon City has somehow fallen victim to a zombie outbreak and it's up to you as either police officer Leon Kennedy, or Claire Redfield (sister to Chris Redfield from RE1), to find out what's going on. The adventure, which takes place in 3D using pre-rendered backgrounds, drags you through spooky crash sites, abandoned buildings, experiments gone wrong and more -- all the while battling undead monstrosities, solving puzzles and, most of all, trying to stay alive. Lots of weapons and other gadgetry allow for some truly disgusting mayhem. RE2 for N64 is exactly the PlayStation game of the same name with a few new EX files that reveal more details about the overall franchise storyline -- it's even got FMV.","Capcom Production Studio 3, Angel Studios","Third-Person, Action",9.1,Amazing,N64 PS PSP DC G.com PS3 GCN,52.99 USD,Capcom,M for Mature,"Blood, Gore, Animated Violence","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","November 19, 1999",http://ign64.ign.com/articles/160/160798p1.html,Resident Evil 2 [1998],http://www.ign.com/games/resident-evil-2/n64-10798
8.8,Great,"It only added some WWF spices to a tried and true wrestling formula left over from previous WCW games, but WWF Wrestlemania 2000 still stands. Being able to tell the difference between a Rock Bottom and a Chokeslam is important to WWF fans and Wrestlemania comes through with flying colors. The Create-a-Wrestler feature is one of the deepest and best character editing features in any game, wrestling or otherwise. You could make believable likenesses of just about anybody you know, provided they have faces like wrestlers. The WWF flair only strengths the appeal of this game. Only Wrestlemania brings you the People's Elbow and Rock Bottom and permanent People's Eyebrow like you wanted it.","Asmik  Ace Enterainment, Aki Corporation",Wrestling,8.9,Great,N64 GBC,39.9 USD,THQ,T for Teen,"Animated Violence, Mild Language, Suggestive Themes","http://www.ign.com/games/wwf-no-mercy/n64-14737,http://www.ign.com/games/wcwnwo-revenge/n64-3875,http://www.ign.com/games/wcw-vs-nwo-world-tour/n64-1985,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","November 16, 1999",http://ign64.ign.com/articles/151/151962p1.html,WWF Wrestlemania 2000,http://www.ign.com/games/wwf-wrestlemania-2000/n64-1962
7.4,Good,"Shadow Company is a real-time, tactical, action game that drops you in charge of highly trained mercenaries on assignments around the globe. This begins with saving the remains of the unit, abandoned by its headquarters after being ambushed during a mission in Angola. You must finish the mission and get your handful of survivors out of the country to start rebuilding the unit, find out what happened and eventually take revenge on those that abandoned your men. Manage a mercenary company, from supplies to recruitment, and rebuild your unit into a force worthy of respect. Nine different campaigns with up to ten objectives are featured.",Sinister Games,Strategy,7.3,Good,PC,,Ubisoft,T for Teen,"Blood, Gore, Animated Violence","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 30, 1999",http://pc.ign.com/articles/160/160194p1.html,Shadow Company: Left for Dead,http://www.ign.com/games/shadow-company-left-for-dead-139869/pc-10194
8.4,Great,"You are the armchair General in charge in Sega's TOY COMMANDER for the Dreamcast. In this 3D action-filled adventure you'll need to marshal together your army of kiddie playthings and thwart the plans of the opposing evil toy army. Hours of gameplay combat are here for your enjoyment as you execute devastating attacks against well-entrenched targets laughing as you go. Control miniature vehicles and troops in a cartoon-inspired house containing eight sprawling rooms over three varied floors. Don't be lulled into complacency by the sweet smiling faces and shiny colors of your tiny enemies these teensy-weensy soldiers are armed and dangerous and looking to blow you sky-high. You'll need to plan carefully for victory as you wage frenzied warfare in a flooded kitchen packed with tiny subs, a child's bedroom, hallways, the living room, and more. Command tanks, planes, helicopters, trucks, jeeps, and battalions of troops in a cute but cutthroat battle for supremacy. In the TOY STORY-meets-PATTON mayhem of TOY COMMANDER, the warfare is filled with games as well as guns.",No Clich?,Simulation,8.9,Great,DC,54.99 USD,SEGA,E for Everyone,Animated Violence,"http://www.ign.com/games/railroad-tycoon-2-platinum-edition/dc-14768,http://www.ign.com/games/marionette-company/dc-13334,http://www.ign.com/games/jet-coaster-dream-2/dc-15119,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967","November 4, 1999",http://dreamcast.ign.com/articles/161/161900p1.html,Toy Commander,http://www.ign.com/games/toy-commander-140593/dc-11900
