publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Natsume,"Turn-Based, RPG",,"Journey to rivers, swamps, ponds and hidden fishing spots as you look for the mysterious River King to help your younger sister wake from her unexplained slumber. But you are not alone on this adventure, make friends with the magical creatures of Mystic Valley and unlock their special abilities to help you. You are your sister's last hope and it will take all of your fishing skill to catch the elusive River King.",River King: Mystic Valley,http://www.ign.com/games/legend-of-the-river-king-mystic-valley/nds-695644,http://ds.ign.com/articles/873/873054p1.html,29.99 USD,5.0,NDS,"April 22, 2008","http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-white-version-2/nds-129228,http://www.ign.com/games/pokemon-white-version/nds-69347,http://www.ign.com/games/inazuma-eleven/nds-959942,http://www.ign.com/games/inazuma-eleven-2-blizzard/nds-14284019,http://www.ign.com/games/inazuma-eleven-3-spark/nds-61774,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Great,8.5,,E for Everyone,Mediocre
Nintendo,Puzzle,NST,"A downloadable version of the 2000 N64 game, provided through Nintendo's Virtual Console service.

Get ready for a new kind of Pokemon battle where the power and speed of your brain are just as important as the strength of your Pokemon. Join Ash, Brock, Misty and many more characters from the Pokemon animated series as they gather in Puzzle Village to compete for the title of Pokemon Puzzle Master. Just match three or more blocks of the same color in any direction. Sounds simple, right? But the actual game play is surprisingly addictive and deep (chains and combos anyone?), especially when you're facing off against a human opponent. Choose from six different modes offering a wide range of action, from story or puzzle modes to continuous play or timed play. If that's not enough, take on the challenge in 3-D and get ready for more blocks than ever before. Featuring animated cut scenes combined with bright, fun graphics, there's enough to satisfy any fan of Pokemon or puzzle games.",Pokemon Puzzle League,http://www.ign.com/games/pokemon-puzzle-challenge/wii-14251902,http://wii.ign.com/articles/872/872092p1.html,,8.0,Wii GBC 3DS N64,"May 5, 2008","http://www.ign.com/games/boom-blox/wii-892269,http://www.ign.com/games/angry-birds/wii-82426,http://www.ign.com/games/world-of-goo/wii-14230233,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.4,Mild Violence,E10+ for Everyone 10 and older,Great
ValuSoft,Music,,"Put on the dancing shoes of one of your 26 favorite celebrity and professional dancers from the first four seasons including Apolo Anton Ohno, Joey Fatone, Kym Johnson, Drew Lachey, Monique Coleman, Cheryl Burke, Emmitt Smith, Mario Lopez, Harry Hamlin, Karina Smirnoff, Johnathan Roberts, Alec Mazo, Stacy Keibler, Billy Ray Cyrus, John Ratzenberger, John O'Hurley, Lisa Rinna, and Laila Ali.

Get ready to dance your way into the finals. Will the show's judges love you or pan your performance? Play the entire season to see if you are the winner!",Dancing with the Stars: The PC Game,http://www.ign.com/games/dancing-with-the-stars/pc-14243740,http://pc.ign.com/articles/872/872708p1.html,19.99 USD,3.5,PC Wii Cell,"April 15, 2008","http://www.ign.com/games/rocksmith/pc-103241,http://www.ign.com/games/just-dance-2017/pc-20054816,http://www.ign.com/games/kickbeat/pc-20012067,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Unbearable,1.8,Mild Suggestive Themes,E for Everyone,Awful
SEGA,Action,A2M (Artificial Mind and Movement),"Iron Man, one of Marvel's most indestructible Super Heroes, blast onto videogame platforms with this adaptation of the big screen movie. This third-person action game immerses players in the world of Tony Stark -- the brilliant industrialist and inventor who both created and became the world's toughest hero - Iron Man. By customizing the advanced technology in Iron Man's suits, gamers can take advantage of a wide array of high-impact weapons to strategically blow-up and destroy any enemy force and fight to rid the world of weapons of mass destruction.

Drawing from both the movie and comic book storylines, Iron Man features the voice talent of the stars from the major motion picture -- Robert Downey Jr, Terrence Howard, and Shawn Toub. Large exterior environments and dark indoor areas can be fully explored and systematically ripped apart for an authentic and explosive cinematic experience.",Iron Man,http://www.ign.com/games/iron-man/pc-900989,http://pc.ign.com/articles/872/872240p1.html,29.99 USD,3.5,PC PSP PS3 NDS Cell Xbox 360 Wii PS2,"May 6, 2008","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Bad,4.9,"Alcohol Reference, Mild Language, Violence",T for Teen,Awful
Codemasters,Action,"Supersonic Software, IR Gurus Interactive Ltd.","Emergency Mayhem puts the player at the helm of the three emergency services in a frantic race against time to hold together Crisis City, a mad metropolis falling apart at the seams.

Combining chaotic driving sequences with arcade mini-games, you'll be in stitches controlling the frenzied police, fire service or paramedics as they dash around the city from one emergency situation to the next. With over 30 missions, it's a non-stop time crisis where you'll be rescuing people from burning buildings, defusing bombs and more.",Emergency Mayhem,http://www.ign.com/games/emergency-mayhem/wii-945355,http://wii.ign.com/articles/872/872288p1.html,49.99 USD,5.0,Wii PSP Cell,"April 15, 2008","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Bad,4.0,"Cartoon Violence, Comic Mischief",T for Teen,Mediocre
Destineer,Flight,Arcade Moon,"Take to the skies and experience the intense aerial combat of WWII Aces for the Wii system. Featuring intuitive flight controls, you will be painting kills on the nose of your plane in no time. Fly for the Royal Air Force, Soviet Air Force, or Luftwaffe through multiple campaigns with a huge roster of mission types based on real events. Tackle missions alone or with a friend in co-op play, or show your challengers who rules the skies in competitive split-screen multiplayer.",WWII Aces,http://www.ign.com/games/wwii-aces/wii-14224276,http://wii.ign.com/articles/872/872049p1.html,39.99 USD,4.5,Wii,"March 21, 2008","http://www.ign.com/games/blazing-angels-squadrons-of-wwii/wii-846378,http://www.ign.com/games/combat-wings-the-great-battles-of-wwii/wii-23783,http://www.ign.com/games/star-fox-64/wii-865245,http://www.ign.com/games/combat-wings-the-great-battles-of-wwii/wii-23783,http://www.ign.com/games/final-furlong/wii-827149,http://www.ign.com/games/inazuma-eleven-strikers-2012-xtreme/wii-120265,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.4,Violence,T for Teen,Bad
SEGA,Action,A2M (Artificial Mind and Movement),"Iron Man, one of Marvel's most indestructible Super Heroes, blast onto videogame platforms with this adaptation of the big screen movie. This third-person action game immerses players in the world of Tony Stark -- the brilliant industrialist and inventor who both created and became the world's toughest hero - Iron Man. By customizing the advanced technology in Iron Man's suits, gamers can take advantage of a wide array of high-impact weapons to strategically blow-up and destroy any enemy force and fight to rid the world of weapons of mass destruction.

Drawing from both the movie and comic book storylines, Iron Man features the voice talent of the stars from the major motion picture -- Robert Downey Jr, Terrence Howard, and Shawn Toub. Large exterior environments and dark indoor areas can be fully explored and systematically ripped apart for an authentic and explosive cinematic experience.",Iron Man,http://www.ign.com/games/iron-man/ps2-900991,http://ps2.ign.com/articles/872/872006p1.html,29.99 USD,5.0,PS2 PC PSP PS3 NDS Cell Xbox 360 Wii,"May 2, 8008","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.8,"Alcohol Reference, Mild Language, Violence",T for Teen,Mediocre
Sony Computer Entertainment,Puzzle,"Game Yaruoze, SIE Japan Studio","Featuring elegantly designed black and white drawings, Echochrome is a unique and captivating puzzle game. Echochrome challenges the player to abide by 5 simple laws of perspective, which govern how the player advances through each stage. Offering the most gameplay with the least graphics, Echochrome is likened to playing a M.C. Escher drawing.  The player controls an infinite canvas, guiding a mannequin figure by carefully controlling the perspective, tilting and turning the level to create a continual pathway for the mannequin to walk safely through the design.  Throughout the encounter, the mannequin will be guided by echos, or shadow guides, used as progress points to advance players along the pathway. There is no set pathway for any level in Echochrome.  Players will find different and limitless ways to advance through each stage.",Echochrome,http://www.ign.com/games/echochrome/ps3-949613,http://ps3.ign.com/articles/871/871493p1.html,9.99 USD,8.6,PS3 PSP,"May 1, 2008","http://www.ign.com/games/the-unfinished-swan/ps3-133433,http://www.ign.com/games/valiant-hearts-the-great-war/ps3-20005421,http://www.ign.com/games/never-alone/ps3-20040443,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.9,,E for Everyone,Great
SouthPeak Games,Pinball,TopWare Interactive,"Dream Pinball 3D boasts six table themes, several different ball options, multi-ball power-ups and some of the most intense visuals and ball physics a pinball game has ever seen. The tables themselves feature a wide range of designs and themes, each one complete with multiple areas, secrets, an array of special effects and spectacular three-way multiball. The Nintendo DS version includes intuitive touch screen control options and clear 3D graphics.",Dream Pinball 3D,http://www.ign.com/games/dream-pinball-3d/nds-14218307,http://ds.ign.com/articles/871/871107p1.html,19.99 USD,6.5,NDS PC Wii,"April 22, 2008","http://www.ign.com/games/metroid-prime-pinball/nds-729293,http://www.ign.com/games/power-shot-pinball/nds-42273,http://www.ign.com/games/super-pac-man-pinball/nds-746519,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Mediocre,5.9,,E10+ for Everyone 10 and older,Okay
Majesco,Simulation,"GAMEINVEST, Seed Studios","When their grandfather passed away, Mel and Mark were left in charge of his toy shop with the condition that if they couldn't make it successful within three years, it would be donated to the city. It's up to you to help the two make toys, satisfy demanding customers, explore the city, and ultimately return their grandfather's toy shop back to the booming business it once was!",Toy Shop,http://www.ign.com/games/toy-shop/nds-14229265,http://ds.ign.com/articles/870/870829p1.html,19.99 USD,3.0,NDS,"April 29, 2008","http://www.ign.com/games/harvest-moon-the-tale-of-two-towns/nds-71562,http://www.ign.com/games/harvest-moon-ds/nds-695643,http://www.ign.com/games/harvest-moon-island-of-happiness/nds-848020,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Good,7.7,No Descriptors,E for Everyone,Awful
Konami,Fighting,,,Yie Ar Kung Fu,http://www.ign.com/games/yie-ar-kung-fu/cell-14251282,http://wireless.ign.com/articles/871/871098p1.html,,4.0,Cell CPC Wii Arcade MSX2 Xbox 360 NES C64 PS2,2008,"http://www.ign.com/games/mortal-kombat-1/cell-684304,http://www.ign.com/games/ufc-undisputed-2009/cell-30775,http://www.ign.com/games/fight-club-project-mayhem/cell-766482,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Bad
Glu Mobile,Racing,Glu Mobile,,Speed Racer: The Videogame,http://www.ign.com/games/speed-racer-the-videogame/cell-14234565,http://wireless.ign.com/articles/871/871045p1.html,,7.0,Cell Wii,April 2008,"http://www.ign.com/games/the-fast-and-the-furious/cell-820562,http://www.ign.com/games/ivan-ironman-stewarts-super-off-road-3d/cell-728157,http://www.ign.com/games/ihra-drag-racing-multiplayer-142885/cell-574458,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Good,7.0,,,Good
WildTangent,Puzzle,Q Entertainment,"Indulge yourself with the harmonious fusion of puzzle, light, and music. Experience the famous console game now available for your PC with enhanced, stylish graphics and block-rocking beats. As you create 2x2 squares in the same color, the vertical time line wipes them away from left to right. Play to the music dynamically generated in synch with your game-play. The award-winning game is an addictive puzzler with 2 intriguing modes: 'Time' and 'Puzzle Mission'.",Lumines,http://www.ign.com/games/lumines/pc-14221517,http://pc.ign.com/articles/871/871113p1.html,19.99 USD,6.8,PC PSP Cell,"Nov 29, 2007","http://www.ign.com/games/the-witness/pc-23509,http://www.ign.com/games/valiant-hearts-the-great-war/pc-20005430,http://www.ign.com/games/never-alone/pc-20017754,http://www.ign.com/games/lords-of-the-fallen/pc-131477,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/guacamelee/pc-20003228,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.0,,E for Everyone,Okay
ValuSoft,Music,,,Dancing with the Stars,http://www.ign.com/games/dancing-with-the-stars/cell-14247149,http://wireless.ign.com/articles/871/871093p1.html,,4.5,Cell Wii PC,"April 15, 2008","http://www.ign.com/games/guitar-hero-world-tour/cell-14279525,http://www.ign.com/games/guitar-hero-5-mobile/cell-12106,http://www.ign.com/games/lord-j-of-dance/cell-759608,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Bad
Stardock Entertainment,"Turn-Based, Strategy",Stardock Entertainment,"Galactic Civilizations II: Twilight of the Arnor is the final act in the epic Dread Lords saga. The game includes a massive payload of new content and features requested by the series' devout fanbase. In addition to a new campaign that ties up the Dread Lords saga, Twilight of the Arnor adds civilization-specific technology trees and planetary improvements that add even more flavor to each alien race, while greatly expanding the strategic depth of the game. A vast array of new ships, weapons, starbases and ship components will be available to players, including the devastating Terror Star, which can annihilate entire star systems.",Galactic Civilizations II: Twilight of the Arnor,http://www.ign.com/games/galactic-civilizations-ii-twilight-of-the-arnor/pc-958632,http://pc.ign.com/articles/873/873344p1.html,29.95 USD,9.1,PC,"April 30, 2008","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.5,"Language, Mild Fantasy Violence",E10+ for Everyone 10 and older,Amazing
SEGA,Action,A2M (Artificial Mind and Movement),"Iron Man, one of Marvel's most indestructible Super Heroes, blast onto videogame platforms with this adaptation of the big screen movie. This third-person action game immerses players in the world of Tony Stark -- the brilliant industrialist and inventor who both created and became the world's toughest hero - Iron Man. By customizing the advanced technology in Iron Man's suits, gamers can take advantage of a wide array of high-impact weapons to strategically blow-up and destroy any enemy force and fight to rid the world of weapons of mass destruction.

Drawing from both the movie and comic book storylines, Iron Man features the voice talent of the stars from the major motion picture -- Robert Downey Jr, Terrence Howard, and Shawn Toub. Exclusive mini-games and unlockable suits for the PSP version offer handheld gamers a unique experience in addition to the story-based campaign.",Iron Man,http://www.ign.com/games/iron-man/psp-900990,http://psp.ign.com/articles/871/871949p1.html,39.99 USD,5.5,PSP PC PS3 Cell NDS Xbox 360 Wii PS2,"May 2, 2008","http://www.ign.com/games/resident-evil-3-nemesis/psp-18950,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-71143,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-965242,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Okay,6.4,"Alcohol Reference, Mild Language, Violence",T for Teen,Mediocre
Hidden Path Entertainment,Trivia,Hidden Path Entertainment,"Party and trivia fun! Even if trivia isn't your thing, the first trivia and party game to hit Xbox Live Arcade is one in which players can win by making educated guesses, playing the odds or just knowing the interests of other players, whether they are local or online. Break out the Big Button Pad controllers or play couch vs. couch on Xbox LIVE for a trivia party extravaganza.",Wits & Wagers,http://www.ign.com/games/wits-wagers/xbox-360-14237546,http://xboxlive.ign.com/articles/872/872005p1.html,10 USD,6.4,Xbox 360,"May 7, 2008","http://www.ign.com/games/american-mensa-academy/xbox-360-135289,http://www.ign.com/games/kinect-nat-geo-tv/xbox-360-137117,http://www.ign.com/games/scene-it-box-office-smash/xbox-360-14253700,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.2,,E for Everyone,Okay
Electronic Arts,Puzzle,EA Los Angeles,"One of a series of projects Electronic Arts is making with famed director Steven Spielberg. This particular project is a physics-based puzzler that is designed to be played by anybody in the family using the unique control set-up of the Wii.

Boom Blox offers action-packed interactive activities that takes Wii play to a new level of creativity and fun with single player gaming as well as co-op and versus battle either simultaneously or turn-based with one Wii controller. Players can explore the visceral gameplay -- perfectly suited for the Wii's interactivity—that keeps them destroying their way through brain-twisting challenges. They can interact with entertaining characters such as the Blox-laying chickens or the baseball throwing monkeys, who bring personality to the Tiki, Medieval, Frontier, and Haunted themed environments. Additionally, players can remix any level of the game in Create Mode using props, blocks, or characters that have been unlocked during the game. Players can also virtually build anything they can dream up. Plus, their designs can then be shared with friends or used to challenge others to solve their newly created puzzle via WiiConnect24.",Boom Blox,http://www.ign.com/games/boom-blox/wii-892269,http://wii.ign.com/articles/872/872031p1.html,49.99 USD,8.1,Wii Cell,"May 6, 2008","http://www.ign.com/games/angry-birds/wii-82426,http://www.ign.com/games/world-of-goo/wii-14230233,http://www.ign.com/games/wrecking-crew/wii-950878,http://www.ign.com/games/mario-kart-wii/wii-949580,http://www.ign.com/games/nba-jam/wii-56365,http://www.ign.com/games/mario-super-sluggers/wii-14209902,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.2,"Cartoon Violence, Comic Mischief",E for Everyone,Great
SEGA,Action,A2M (Artificial Mind and Movement),"Iron Man, one of Marvel's most indestructible Super Heroes, blast onto videogame platforms with this adaptation of the big screen movie. This third-person action game immerses players in the world of Tony Stark -- the brilliant industrialist and inventor who both created and became the world's toughest hero - Iron Man. By customizing the advanced technology in Iron Man's suits, gamers can take advantage of a wide array of high-impact weapons to strategically blow-up and destroy any enemy force and fight to rid the world of weapons of mass destruction.

Drawing from both the movie and comic book storylines, Iron Man features the voice talent of the stars from the major motion picture -- Robert Downey Jr, Terrence Howard, and Shawn Toub. Large exterior environments and dark indoor areas can be fully explored and systematically ripped apart for an authentic and explosive cinematic experience. The Wii version also boasts customized controlls allowing point-and-shoot targeting with the Wii Remote.",Iron Man,http://www.ign.com/games/iron-man/wii-864870,http://wii.ign.com/articles/872/872012p1.html,49.99 USD,5.0,Wii PC PSP PS3 NDS Cell Xbox 360 PS2,"May 2, 2008","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.2,"Alcohol Reference, Mild Language, Violence",T for Teen,Mediocre
SEGA,Action,Secret Level,"Iron Man, one of Marvel's most indestructible Super Heroes, blast onto videogame platforms with this adaptation of the big screen movie. This third-person action game immerses players in the world of Tony Stark -- the brilliant industrialist and inventor who both created and became the world's toughest hero - Iron Man. By customizing the advanced technology in Iron Man's suits, gamers can take advantage of a wide array of high-impact weapons to strategically blow-up and destroy any enemy force and fight to rid the world of weapons of mass destruction.

Drawing from both the movie and comic book storylines, Iron Man features the voice talent of the stars from the major motion picture -- Robert Downey Jr, Terrence Howard, and Shawn Toub. Utilizing the power of next-gen gaming consoles, Iron Man offers photo-realistic graphics, non-linear gameplay and huge open worlds in which gamers can travel as far as the eye can see.",Iron Man,http://www.ign.com/games/iron-man/xbox-360-864869,http://xbox360.ign.com/articles/871/871715p1.html,59.99 USD,3.8,Xbox 360 PC PSP PS3 Cell NDS Wii PS2,"May 2, 2008","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/rise-of-the-tomb-raider/xbox-360-20020152,http://www.ign.com/games/assassins-creed-black-flag/xbox-360-161487,http://www.ign.com/games/grand-theft-auto-v/xbox-360-20587,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Mediocre,5.7,"Alcohol Reference, Mild Language, Violence",T for Teen,Awful
Eidos Interactive,Productivity,Razorback Studios [formerly Proactive Software],"Travel the world with the award-winning puzzle and board game designer Dr. Reiner Knizia as you visit iconic global cities in an attempt to solve ingenious conundrums.  An expert in algorithmically generated logic problems and designer of over 300 board games, Dr. Reiner Knizia invites you to join him on the brilliant puzzle journey, Brain Voyage.",Brain Voyage,http://www.ign.com/games/brain-voyage/nds-14231264,http://ds.ign.com/articles/871/871627p1.html,19.99 USD,5.0,NDS,"April 29, 2008","http://www.ign.com/games/bartender-ds/nds-959642,http://www.ign.com/games/ping-pals/nds-707316,http://www.ign.com/games/battle-get-pokemon-typing-game/nds-99025,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Good,7.0,,E for Everyone,Mediocre
Ertain,Simulation,Ertain,,Aquarium,http://www.ign.com/games/aquarium/nds-885625,http://ds.ign.com/articles/870/870862p1.html,,1.0,NDS,"March 17, 2008","http://www.ign.com/games/harvest-moon-the-tale-of-two-towns/nds-71562,http://www.ign.com/games/harvest-moon-ds/nds-695643,http://www.ign.com/games/harvest-moon-island-of-happiness/nds-848020,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Okay,6.1,No Descriptors,E for Everyone,Unbearable
Activision Value,Virtual Pet,Gogii Games,"Pick out your puppy and begin training him for all the fun he and you are about to have. Sit, stay, roll-over, come -- you name it! See if your friend can post the best time in the obstacle course, or if he can win the dog show!",Puppy Luv: Your New Best Friend,http://www.ign.com/games/puppy-luv-your-new-best-friend/wii-952337,http://wii.ign.com/articles/861/861043p1.html,39.99 USD,3.5,Wii PC,"November 23, 2007","http://www.ign.com/games/my-pokemon-ranch/wii-14209901,http://www.ign.com/games/simanimals-africa/wii-19394,http://www.ign.com/games/my-aquarium/wii-14244081,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Bad,4.2,,E for Everyone,Awful
"Hands-On Mobile (aka MFORMA), Marvel Interactive",Action,Hands-On Mobile (aka MFORMA),"In the vertically scrolling shoot-em-up based on the blockbuster movie, players take control of the invincible Iron Man while fighting through four levels of nonstop action.  Equipped with repulsor rays and the devastating unibeam, players will visit many locations, including those from the movie, while at the same time blasting away at enemy forces equipped with the weapons Tony Stark had himself developed.  Iron Man must collect power-ups to increase the effectiveness of each weapon and destroy relentless waves of enemy units en route to a climactic confrontation with the world's greatest new foe: Iron Monger!",Iron Man,http://www.ign.com/games/iron-man/cell-14250869,http://wireless.ign.com/articles/870/870641p1.html,,5.0,Cell PC PSP PS3 NDS Xbox 360 Wii PS2,"April 30, 2008","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Awful,3.5,,,Mediocre
SouthPeak Games,Pinball,TopWare Interactive,"Dream Pinball 3D boasts six table themes, several different ball options, multi-ball power-ups and some of the most intense visuals and ball physics a pinball game has ever seen. The tables themselves feature a wide range of designs and themes, each one complete with multiple areas, secrets, an array of special effects and spectacular three-way multiball. The Wii version utilizes the Wii Remote and motion sensor capability to enhance gameplay.",Dream Pinball 3D,http://www.ign.com/games/dream-pinball-3d/wii-14218306,http://wii.ign.com/articles/870/870808p1.html,19.99 USD,5.1,Wii PC NDS,"March 31, 2008","http://www.ign.com/games/pinball-hall-of-fame/wii-864194,http://www.ign.com/games/pinball-hall-of-fame-the-williams-collection/wii-896294,http://www.ign.com/games/alien-crush-returns/wii-14273092,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Mediocre,5.7,"Mild Blood, Mild Suggestive Themes",E10+ for Everyone 10 and older,Mediocre
Atlus,RPG,Sting,"You awaken to find the world in ruin, your heart beset with unexplained guilt. A cataclysm has destroyed the cities and empires of men and disfigured the spirit of humanity. In this nightmare, it falls to you to descend a mysterious tower in search of absolution. Battle merciless foes through treacherous dungeons, scour for new items to aid you in your travels, and unlock the secrets of a devastated land. You will find death in the depths, yet learn that death is not the end of the story; in the twisted world of Baroque, it is only the beginning.",Baroque,http://www.ign.com/games/baroque/ps2-876595,http://ps2.ign.com/articles/870/870712p1.html,39.99 USD,5.4,PS2 Wii,"April 8, 2008","http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/final-fantasy-x/ps2-14008,http://www.ign.com/games/final-fantasy-xii/ps2-488222,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.4,"Animated Blood, Fantasy Violence, Mild Language, Mild Suggestive Themes, Tobacco Reference",T for Teen,Mediocre
