community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title
8.4,Great,"A journey beyond compare... For the young Kate Walker, an ambitious lawyer, the Voralberg toy company acquisition seemed like a textbook case -- a quick stopover to a small alpine village in France to buy-out an old automaton factory, then straight back home to New York. Her journey across land and time throws all she values into question, while the deal she set out to sign turns into a pact with destiny...

Published by The Adventure Company, Syberia is a 3D adventure game in the classic style. In order to learn the entire plot and progress, players interact with many different characters and discover objects and clues that will help them through your journey.",Microids,"Third-Person, Adventure",7.1,Good,PC NDS iPhone Xbox 360 PS2 PS3 Switch Xbox Android,19.99 USD,The Adventure Company,T for Teen,"Mild Language, Use of Alcohol","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 15, 2002",http://pc.ign.com/articles/373/373976p1.html,Syberia
7.8,Good,"Spyro 2: Season of Flame tells the story of Spyro's return to the Dragon Realms where he is surprised to discover that a mysterious enemy has stolen the Fireflies, the source of all dragon firepower, including Spyro's. Now it is up to everyone's favorite purple dragon to save the Fireflies before it is too late!",Digital Eclipse Software,Action,8.5,Great,GBA,36.99 USD,Universal Interactive,E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","September 24, 2002",http://gameboy.ign.com/articles/374/374003p1.html,Spyro the Dragon: Season of Flame
1.0,Unbearable,"In Antz Extreme Racing, characters like Z, Bala, and Cutter are put head-to-head through several different styles of racing. These styles include running, racing mini-cars customized for each ant, soaring high on top of flies, riding on the back of stags, and cruising on surfboard-like objects through downhill courses. To help them along the way, the characters in Antz can pick up items such as Homing Missiles, Shields, Turbo boosts, and Mines to secure their lead while blowing the opponents sky high. While you might have protection against your fellow peers, the other enemies present a much tougher problem. Hungry birds, slippery frogs, fly swatters, and human feet are just a fraction of the obstacles that the ants must slip past to become victorious.","Light and Shadow Productions, Supersonic Software",Racing,2.4,Painful,PC Xbox GBA PS2 GBC,19.99 USD,"Empire Interactive, DreamWorks Interactive",E for Everyone,Suitable for Persons Ages Six and Older,"http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/lords-of-the-fallen/pc-131477,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/guacamelee/pc-20003228,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 10, 2002",http://pc.ign.com/articles/374/374004p1.html,Antz Extreme Racing
5.5,Mediocre,"In Evolution Skateboarding, players control their riding experience by designing their own deck, building and saving signature combo tricks and even creating the riders' personalized look. Should gamers want to stick with the pros, they can choose from eight pro-skaters including famed riders Danny Way, Arto Saari, Stevie Williams and more.

Skaters love to talk trash about who's the coolest skater in town. In Evolution Skateboarding players can settle any such dispute with an incredible head-to-head two-player split-screen mode. And when riders are done putting the smack down, the action can be reviewed in slow-motion instant replay with adjustable angles. All this and a soundtrack of over 12 high-intensity tunes makes Evolution Skateboarding a must grab when it slides into stores this October.",Konami,"Extreme, Sports",3.0,Awful,PS2 GCN,7.99 USD,Konami,T for Teen,"Mild Animated Violence, Mild Realistic Violence, Realistic Blood, Mild Lyrics","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 10, 2002",http://ps2.ign.com/articles/373/373991p1.html,Evolution Skateboarding
8.2,Great,"Knockout Kings 2003 for the Nintendo GameCube? offers all the big time boxing moments, lightning-fast gameplay and features the franchise is famous for. With a long list of the greatest boxers of all time. Create countless dream matches with Muhammad Ali, Joe Frazier, Roberto Duran and Sugar Ray Leonard or stick with the current lions including Felix Trinidad, Lennox Lewis, Oscar De La Hoya, Fernando Vargas, and many others. Over 20 fictional boxers are also available.

For the first time in the history of Knockout Kings boxing, gamers will be able to take on opponents in single elimination tournaments with un-timed fighting in an all-new mode. Gamers will experience arcade style boxing with a hip new feel. On screen cues will spur fighters on as they earn progressive damage levels for user selectable special punches, which can be unleashed on your opponent at any time. A more detailed stat tracking system will award points for the fighter's actions in the ring such as quickest KO, number of blocks, and most knockdowns. These points will be used to track a fighter's status in the ring. In two-player mode, pre-select what determine the winner either by knockdowns or knockouts, points earned and time limits.",New Corporation,Sports,8.3,Great,GCN,19.99 USD,Electronic Arts,T for Teen,Mild Lyrics,"http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 8, 2002",http://cube.ign.com/articles/373/373869p1.html,Knockout Kings 2003
7.5,Good,"You are alone, danger is lurking around every dark corner, you don't know where to go or what is waiting for you. Welcome to the world of Run Like Hell (RLH). The sci-fi action game puts you in the role of an exiled military hero sent to work on a mining station in deep space. After returning from a mission, Nick finds that all of his crewmembers have been wiped out by a vicious alien race. As the ex-soldier Nick Connor, your mission is to remain alive long enough to discover the alien's plans for your ship and find any survivors in the process. Run Like Hell features intelligent alien foes that learn from the player's actions, along with voice acting by veteran film and television actors.",Digital Mayhem,Action,6.6,Okay,PS2 Xbox,12.99 USD,Interplay,M for Mature,"Blood, Gore, Animated Violence, Strong Language","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","September 30, 2002",http://ps2.ign.com/articles/373/373875p1.html,Run Like Hell [2002]
8.0,Great,"The number one selling NHL interactive video game franchise continues a tradition of excellence in its 10th year with NHL 2003. The most user-friendly, accessible, entertaining, authentic hockey experience to date, NHL 2003 delivers excitement and addictive speed from the moment the puck drops.

New users can select 'Beginner' skill level including audio tutorial cues for a fun NHL 2003 experience and features such as Game Breaker, 'On the Ice' sound and Dynamic Deke Control offer both new and old NHL users alike the total control, speed, and hard-hitting competition that every sports fan loves.",EA Canada,Sports,8.8,Great,PC GCN Xbox PS2,9.99 USD,Electronic Arts,E for Everyone,"Comic Mischief, Violence","http://www.ign.com/games/nba-2k17/pc-20052300,http://www.ign.com/games/pro-evolution-soccer-2017/pc-20054110,http://www.ign.com/games/wwe-2k17/pc-20063609,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 27, 2002",http://pc.ign.com/articles/372/372824p1.html,NHL 2003
5.8,Mediocre,"This is one wicked cricket! One diabolical bird, a brother in need, and eighteen twisted levels of action. Charge up the antennas, because this is getting personal. There are four interactive worlds to explore, each with dangerous hazards to avoid and eggs to capture, and a final battle with Maggie.",Blitz Games,Adventure,4.1,Bad,Xbox GCN PC Xbox 360 GBA PS2 PC,9.99 USD,Infogrames,E for Everyone,Comic Mischief,"http://www.ign.com/games/call-of-cthulhu-dark-corners-of-the-earth/xbox-496019,http://www.ign.com/games/dreamfall-the-longest-journey/xbox-735105,http://www.ign.com/games/tom-clancys-splinter-cell/xbox-481175,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","November 5, 2002",http://xbox.ign.com/articles/373/373278p1.html,Zapper: One Wicked Cricket
5.7,Mediocre,"Every once in awhile a game comes along that whether you love or hate it ? you?ll love something about it. Loons: The Fight For Fame is one of those games. Coming from the fine folks as Infogrames, Loons: The Fight For Fame lets you play as one of the classic characters from Warner Brothers as they battle for the spotlight. If you love the franchise you?ll enjoy playing as your favorite Looney Tune and, if you don?t, you?re sure to get a kick out of killing them hundreds of times over. The game makes use of the increasingly popular cell-shade animation in addition to multiplayer modes supporting 1-4 players.",Infogrames,Action,4.6,Bad,Xbox,14.99 USD,Infogrames,E for Everyone,Realistic Violence,"http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","September 24, 2002",http://xbox.ign.com/articles/373/373195p1.html,Loons: The Fight For Fame
6.0,Okay,"MYST III: EXILE introduces a new villain, a bitter man whose home world was destroyed by Sirrus and Achenar, the sons of Atrus and Catherine, whom players originally encountered in Myst. Played by Academy Award nominee Brad Dourif (One Flew Over the Cuckoo's Nest), the villain has been hiding on Atrus' Ages, awaiting his chance to gain revenge.

Inadvertently, Atrus himself has provided that chance. He and Catherine have reestablished contact with the D'ni, a race of people whose knowledge enables them to write the special linking Books first encountered in Myst. Atrus hopes to see D'ni civilization restored to its full potential, and his efforts to do so provide the perfect impetus for a man whose heart seems bent completely on revenge. 

The player must track the villain through several surrealistic Ages, navigating puzzles to uncover the truth behind this new adversary. Only then can disaster be averted, and the fate of thousands ultimately determined","Presto Studios, Inc.",Adventure,2.0,Painful,PS2 PC Mac Xbox,14.99 USD,Ubisoft,E for Everyone,No Descriptors,"http://www.ign.com/games/ico/ps2-14833,http://www.ign.com/games/shadow-of-the-colossus/ps2-490849,http://www.ign.com/games/silent-hill-2/ps2-14904,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","September 19, 2002",http://ps2.ign.com/articles/373/373235p1.html,Myst III: Exile
8.5,Great,"Red Faction II is the sequel to the popular first person shooter, Red Faction, which debuted on the PC and PS2 in 2001. Red Faction II is run on an enhanced version of Volition's Geo-Mod engine and incorporates an in-depth storyline. Players will go on multi-objective mission with a whole arsenal of weapons and items at their disposal. Players are able to control a variety of vehicles and fight with elite squad members at their side. Red Faction II introduces refined graphics, advanced AI, customizable computer opponents for multiplayer and even new multiplayer game modes.",Volition,"First-Person, Shooter",9.2,Amazing,PS2 PS3 PC Xbox GCN PS4,14.99 USD,THQ,M for Mature,"Violence, Blood and Gore","http://www.ign.com/games/star-wars-battlefront-ii-2005/ps2-737697,http://www.ign.com/games/killzone/ps2-568333,http://www.ign.com/games/call-of-duty-finest-hour/ps2-550009,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 16, 2002",http://ps2.ign.com/articles/373/373878p1.html,Red Faction II
6.9,Okay,"A crime wave is unleashed in Gotham as The Joker plummets to his death off a bridge at the hands of The Darknight.  In order to stem the tide, Batman will have to do battle with villains such as Harley Quinn, Poison Ivy, and Mr. Freeze.  Based on the Batman animated TV series, this PC version of the earlier console game will give users opportunities to save Gotham City with a wide array of gadgets and game levels.",Ubisoft Montreal,Action,6.8,Okay,PC PS2 GCN GBA Xbox,18.99 USD,Ubisoft,T for Teen,"Animated Violence, Mild Realistic Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 24, 2002",http://pc.ign.com/articles/373/373790p1.html,Batman Vengeance
7.8,Good,"In Godzilla: Destroy All Monsters Melee legendary monsters battle among earth's cities to determine the planet's fate. Attempting worldwide domination, aliens have gained control over Godzilla's longtime rivals-the kaiju must be defeated. Participate in a spectacle like no other by combating the greatest beasts on a colossal scale, as the world's future hangs in the balance.",Pipeworks Software,Fighting,8.4,Great,GCN Xbox,17.99 USD,Infogrames,T for Teen,"Animated Violence, Realistic Violence","http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/soulcalibur-2/gcn-16888,http://www.ign.com/games/naruto-clash-of-ninja/gcn-497564,http://www.ign.com/games/action-replay-ultimate-codes-mario-kart-double-dash/gcn-16574,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/kirby-air-ride/gcn-499716,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Fall 2002,http://cube.ign.com/articles/373/373794p1.html,Godzilla: Destroy All Monsters Melee
7.7,Good,"You're a U.S. Special Ops soldier during World War II, and you've been captured by the Axis.  Now you and the other POWs have got to figure out a way to escape your prison camp. Of course, it won't be easy. It'll involve scouting the camp while avoiding suspicion, communicating with your fellow prisoners to determine if they have any special skills, as well as gauging your guards and figuring out who to bribe. Along the way, you may pick up some useful intelligence on the Axis that will prove useful to Allied forces,

you can make it out alive. The are multiple prison camps and scenarios based on real-world places and events. As the mission-based plot unfolds, you may find yourself returning to earlier camps for additional information.",Wide Games,Action,7.4,Good,PC PS2 Xbox,6.99 USD,Codemasters,T for Teen,Mild Violence,"http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/rise-of-the-tomb-raider/pc-20020150,http://www.ign.com/games/assassins-creed-black-flag/pc-159976,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 17, 2002",http://pc.ign.com/articles/373/373681p1.html,Prisoner of War
7.9,Good,"Feel the heat as the hardcore professional wrestling game you know and love makes an encore appearance on Game Boy Advance. Fire Pro Wrestling 2 features loads of content and detailed action at its most intense. With more than 200 different wrestlers to choose from and the ability to create and store wrestlers of your own, Fire Pro Wrestling 2 captures all the in and out-of-the-ring excitement of professional wrestling.",Spike,Wrestling,7.0,Good,GBA,19.99 USD,BAM! Entertainment,T for Teen,Mild Animated Violence,"http://www.ign.com/games/def-jam-fight-for-ny/gba-666661,http://www.ign.com/games/wwe-survivor-series/gba-681691,http://www.ign.com/games/wwe-road-to-wrestlemania-x8/gba-486787,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","September 17, 2002",http://gameboy.ign.com/articles/373/373673p1.html,Fire Pro Wrestling 2
8.4,Great,"Within a resilient castle beats the heart of a thriving society full of Fletchers, Brewers, and Armorers, while outside stalk enemy Assassins, mighty War Engines, and the constant threat of fire. In ""Stronghold: Crusader,"" players will journey to Arabian lands renowned for brave warriors and fearsome weaponry, while reliving heroic battles of the historic Crusades. The player's challenge is to build and defend medieval desert fortresses and lay siege to fearless enemies. As European nobles or Arabian warriors, players must conquer the harsh terrain in the legendary Crusades of the 11th and 12th centuries.",FireFly Studios,"Real-Time, Strategy",8.4,Great,PC,26.99 USD,Gathering of Developers (aka GOD Games),T for Teen,"Blood, Violence","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 2, 2002",http://pc.ign.com/articles/373/373682p1.html,Stronghold Crusader
8.2,Great,"NBA LIVE 2003 allows players to get into the action and live their dreams of NBA superstardom. Totally enhanced gameplay brings the physical, fast-paced action of the NBA to life, while all-new animations and audio deliver the awesome drama and emotion of the NBA experience. In NBA LIVE 2003 players feel the action like never before and make their hoop dreams come true.",EA Canada,Sports,8.5,Great,GCN Xbox PS PS2 PC,28.99 USD,Electronic Arts,E for Everyone,No Descriptors,"http://www.ign.com/games/bmx-xxx/gcn-17510,http://www.ign.com/games/mario-superstar-baseball/gcn-716495,http://www.ign.com/games/madden-nfl-2006/gcn-698630,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713","October 7, 2002",http://cube.ign.com/articles/373/373797p1.html,NBA Live 2003
8.4,Great,"NBA LIVE 2003 allows players to get into the action and live their dreams of NBA superstardom. Totally enhanced gameplay brings the physical, fast-paced action of the NBA to life, while all-new animations and audio deliver the awesome drama and emotion of the NBA experience. In NBA LIVE 2003 players feel the action like never before and make their hoop dreams come true.",EA Canada,Sports,8.7,Great,PS2 Xbox PS GCN PC,24.99 USD,Electronic Arts,E for Everyone,No Descriptors,"http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 7, 2002",http://ps2.ign.com/articles/373/373665p1.html,NBA Live 2003
8.1,Great,"The sequel to the hit

is a visually-stunning 3D shooter that'll have you strafing the planet surface to blast back an alien hoard in a pure arcade-styled shooter.",Rage Software,Shooter,7.9,Good,PC,,"Hip Interactive, Groove Games",T for Teen,Violence,"http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Sep 24, 2002",http://pc.ign.com/articles/372/372826p1.html,Incoming Forces
8.4,Great,"Third-person action shooter from Io Interactive, originally released on PC. Players assume the role of ""47,"" a retired hitman who was once considered the best in his particular field. The title opens up as 47 is living peacefully in Sicily and trying to cope with some of the horrible atrocities he committed in his dark, mysterious past. Shortly after attending confession, 47 learns that his priest and mentor has been kidnapped by the mafia, and so he decides to temporarily come out of retirement to get him back. Carnage, naturally, ensues. The game jettisons players through 20 missions that span across such areas as Sicily, Japan, St. Petersburg, India and even Malaysia.",Io Interactive,"Third-Person, Action",8.4,Great,Xbox GCN PS2 PC PC,19.99 USD,Eidos Interactive,M for Mature,"Blood, Strong Sexual Content, Violence","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","October 1, 2002",http://xbox.ign.com/articles/372/372946p1.html,Hitman 2: Silent Assassin
8.3,Great,"Third-person action shooter from Io Interactive, originally released on PC. Players assume the role of ""47,"" a retired hitman who was once considered the best in his particular field. The title opens up as 47 is living peacefully in Sicily and trying to cope with some of the horrible atrocities he committed in his dark, mysterious past. Shortly after attending confession, 47 learns that his priest and mentor has been kidnapped by the mafia, and so he decides to temporarily come out of retirement to get him back. Carnage, naturally, ensues. The game jettisons players through 20 missions that span across such areas as Sicily, Japan, St. Petersburg, India and even Malaysia.",Io Interactive,"Third-Person, Action",8.4,Great,PS2 GCN PC Xbox PC,19.99 USD,Eidos Interactive,M for Mature,"Blood, Strong Sexual Content, Violence","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","October 3, 2002",http://ps2.ign.com/articles/372/372904p1.html,Hitman 2: Silent Assassin
6.0,Okay,"A million miles away in outer space, far above the planet Earth, an alien pirate is scanning the area for a trophy of great importance to add to its enormous collection. ""Beep beep beep"" goes the scanner as it locates the World Cup, the most prestigious soccer award on the planet, shining brightly in the sun.  Suddenly, a blanket of darkness falls over the stadium as the pirate spaceship materializes. The crowd becomes numb as the World Cup disappears from view. Seconds later, as the spaceship flees to outer space.... Bang! the spaceship collides with an asteroid. The World Cup shatters into five pieces which fall to Earth, each chunk landing on a different part of the world.

Soccer Kid decides there and then to save the day by recovering the five pieces of the World Cup.",Telegames,Platformer,7.0,Good,GBA SNES Jaguar PS Amiga 3DO CD32,8.99 USD,Telegames,E for Everyone,Comic Mischief,"http://www.ign.com/games/super-mario-bros-3/gba-497892,http://www.ign.com/games/super-mario-world/gba-16931,http://www.ign.com/games/super-mario-world-2-yoshis-island/gba-482090,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508","October 31, 2002",http://gameboy.ign.com/articles/376/376421p1.html,Soccer Kid
8.0,Great,,2015,Action,7.9,Good,Xbox GCN PS3 PS2,14.99 USD,Electronic Arts,T for Teen,"Animated Violence, Realistic Violence","http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","November 12, 2002",http://xbox.ign.com/articles/376/376428p1.html,Medal of Honor: Frontline
7.9,Good,"In the wake of massive air pollution and economic disaster in Tokyo, Japan has relocated its capital. Old Tokyo has become the battleground for a new breed of public entertainment called Rumbling. Observing from a massive airborne viewing station, spectators watch Scoobees battle to the death. More than just high-speed, heavily armed Mechs, Scoobees have an unprecedented stealth capability, turning invisible at will for brief periods of time. The stakes are high. The enemies are ruthless. The action is intense. Are you ready to rumble.",Genki,Action,7.5,Good,Xbox,9.99 USD,Phantagram,T for Teen,Realistic Violence,"http://www.ign.com/games/fable/xbox-16526,http://www.ign.com/games/grand-theft-auto-san-andreas/xbox-623715,http://www.ign.com/games/beyond-good-and-evil/xbox-482232,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","November 11, 2002",http://xbox.ign.com/articles/376/376305p1.html,Phantom Crash
8.5,Great,,Nintendo,Adventure,8.0,Great,GBC,26.99 USD,Nintendo,,,"http://www.ign.com/games/star-wars-yoda-stories/gbc-12088,http://www.ign.com/games/dino-crisis/gbc-13974,http://www.ign.com/games/the-land-before-time/gbc-15975,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402","October 24, 2002",http://gameboy.ign.com/articles/376/376301p1.html,Hamtaro: Ham-Hams Unite!
9.0,Amazing,"Save the galaxy as Ratchet, a wrench-wielding Lombax, and his robot buddy Clank, in this action-adventure with a multitude of crazy weapons. It's time to rip the galaxy a new one. With over 36 weapons and gadgets to choose from, it's no wonder Ratchet and Clank have itchy trigger fingers in this massive platforming adventure. Think about it. You can choose from burning, bombing, exploding or obliterating your enemies. So go ahead, blow it up. Blow it all up. It isn't the size of your weapons that count. It's how many you have and better yet ... How you use 'em!",Insomniac Games,Platformer,9.2,Amazing,PS2 PS3 Vita,19.99 USD,Sony Computer Entertainment,E10+ for Everyone 10 and older,"Comic Mischief, Fantasy Violence, Mild Suggestive Themes","http://www.ign.com/games/jak-and-daxter-the-precursor-legacy/ps2-16447,http://www.ign.com/games/jak-ii/ps2-535876,http://www.ign.com/games/ratchet-and-clank-going-commando/ps2-550444,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576","November 6, 2002",http://ps2.ign.com/articles/376/376261p1.html,Ratchet & Clank [2002]
8.8,Great,"Taking on the role of one of nine ancient civilizations, players guide their people to greatness by commanding all aspects of their empire: gathering resources, raising massive armies, waging war against enemies, establishing profitable trade routes, building new settlements, enhancing production or military might with improvements, exploring new frontiers, and advancing through four distinct ages.",Ensemble Studios,"Real-Time, Strategy",9.3,Amazing,PC Mac,19.99 USD,Microsoft,T for Teen,"Blood, Violence","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Oct 31, 2002",http://pc.ign.com/articles/376/376253p1.html,Age of Mythology
8.1,Great,"Monsters spawned from another dimension are trying to make The Milky Way their personal trash can. As attempts to defend the solar system fail, the fate of the Earth, and even the universe, rests with one man. 
YOU are Sam 'Serious' Stone, a legend in your time. Sam is our only hope against these mischievous miscreants and their evil leader, Mental. In practice, this translates into adrenaline-pumping, non-stop alien blasting action, as Serious Sam throws whole waves of monsters at the player.",Croteam,"First-Person, Shooter",7.7,Good,Xbox Xbox 360 PC PC Linux,28.99 USD,Gotham Games,M for Mature,Realistic Violence,"http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/doom-3/xbox-482119,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526","November 12, 2002",http://xbox.ign.com/articles/376/376303p1.html,Serious Sam
